"Name","State","dataset","classifier","imbalance","min_level","min_type","seed","accuracy","minority_recall","mcc"
"health-logistic_regression-80/20-vertical25-s33","finished","health","logistic_regression","80/20","25","vertical","33","0.8013333333333333","0.04777777777777778","0.11351353398687772"
"health-logistic_regression-80/20-vertical25-s22","finished","health","logistic_regression","80/20","25","vertical","22","0.8066666666666666","0.08777777777777777","0.17845807509485226"
"health-logistic_regression-80/20-horizontal25-s44","finished","health","logistic_regression","80/20","25","horizontal","44","0.8044444444444444","0.10666666666666667","0.17848958152791264"
"health-logistic_regression-80/20-horizontal25-s55","finished","health","logistic_regression","80/20","25","horizontal","55","0.7946666666666666","0.08444444444444445","0.11692328142043085"
"health-logistic_regression-80/20-vertical25-s11","finished","health","logistic_regression","80/20","25","vertical","11","0.8055555555555556","0.06444444444444444","0.15708413871974078"
"health-logistic_regression-80/20-horizontal25-s22","finished","health","logistic_regression","80/20","25","horizontal","22","0.7982222222222223","0.08444444444444445","0.1320042242027628"
"health-logistic_regression-80/20-horizontal25-s33","finished","health","logistic_regression","80/20","25","horizontal","33","0.8053333333333333","0.14666666666666667","0.20768679018392433"
"health-logistic_regression-80/20-horizontal25-s11","finished","health","logistic_regression","80/20","25","horizontal","11","0.7991111111111111","0.1288888888888889","0.17146040586504693"
"health-logistic_regression-80/20-vertical50-s55","finished","health","logistic_regression","80/20","50","vertical","55","0.7977777777777778","0.051111111111111114","0.09555474890103235"
"health-logistic_regression-80/20-vertical50-s44","finished","health","logistic_regression","80/20","50","vertical","44","0.8035555555555556","0.07555555555555556","0.15172774624376745"
"health-logistic_regression-80/20-vertical50-s33","finished","health","logistic_regression","80/20","50","vertical","33","0.8002222222222222","0.051111111111111114","0.10972208684444204"
"health-logistic_regression-80/20-vertical50-s22","finished","health","logistic_regression","80/20","50","vertical","22","0.806","0.09222222222222222","0.1772468978402533"
"health-logistic_regression-80/20-vertical50-s11","finished","health","logistic_regression","80/20","50","vertical","11","0.8046666666666666","0.06777777777777778","0.1530250407711119"
"health-logistic_regression-80/20-horizontal50-s44","finished","health","logistic_regression","80/20","50","horizontal","44","0.7937777777777778","0.05555555555555555","0.08154264105457669"
"health-logistic_regression-80/20-horizontal50-s55","finished","health","logistic_regression","80/20","50","horizontal","55","0.8022222222222222","0.06444444444444444","0.1348046485266736"
"health-logistic_regression-80/20-horizontal50-s22","finished","health","logistic_regression","80/20","50","horizontal","22","0.7982222222222223","0.06888888888888889","0.11720920660510468"
"health-logistic_regression-80/20-horizontal50-s33","finished","health","logistic_regression","80/20","50","horizontal","33","0.7951111111111111","0.06666666666666667","0.1004244139867764"
"health-logistic_regression-80/20-horizontal50-s11","finished","health","logistic_regression","80/20","50","horizontal","11","0.7933333333333333","0.05555555555555555","0.0796047267152034"
"health-logistic_regression-80/20-vertical75-s55","finished","health","logistic_regression","80/20","75","vertical","55","0.7986666666666666","0.05333333333333334","0.10301996365892552"
"health-logistic_regression-80/20-vertical75-s44","finished","health","logistic_regression","80/20","75","vertical","44","0.8042222222222222","0.08","0.15888899988896113"
"health-logistic_regression-80/20-vertical75-s33","finished","health","logistic_regression","80/20","75","vertical","33","0.7993333333333333","0.04777777777777778","0.1005488290252954"
"health-logistic_regression-80/20-vertical75-s22","finished","health","logistic_regression","80/20","75","vertical","22","0.8042222222222222","0.08888888888888889","0.16518354322017412"
"health-logistic_regression-80/20-vertical75-s11","finished","health","logistic_regression","80/20","75","vertical","11","0.8064444444444444","0.07333333333333333","0.16865492055201853"
"health-logistic_regression-80/20-horizontal75-s55","finished","health","logistic_regression","80/20","75","horizontal","55","0.8023703703703704","0.07111111111111111","0.14130983983970422"
"health-logistic_regression-80/20-horizontal75-s44","finished","health","logistic_regression","80/20","75","horizontal","44","0.7991111111111111","0.05333333333333334","0.10552897060221726"
"health-logistic_regression-80/20-horizontal75-s33","finished","health","logistic_regression","80/20","75","horizontal","33","0.8011851851851852","0.054814814814814816","0.11954546145570498"
"health-logistic_regression-80/20-horizontal75-s11","finished","health","logistic_regression","80/20","75","horizontal","11","0.8002962962962963","0.06814814814814815","0.12713424087915537"
"health-logistic_regression-80/20-horizontal75-s22","finished","health","logistic_regression","80/20","75","horizontal","22","0.8017777777777778","0.06666666666666667","0.13408664760625746"
"health-logistic_regression-80/20-vertical100-s44","finished","health","logistic_regression","80/20","100","vertical","44","0.8033333333333333","0.07444444444444444","0.14957659692620057"
"health-logistic_regression-80/20-vertical100-s55","finished","health","logistic_regression","80/20","100","vertical","55","0.7984444444444444","0.057777777777777775","0.10673626288044025"
"health-logistic_regression-80/20-vertical100-s22","finished","health","logistic_regression","80/20","100","vertical","22","0.8042222222222222","0.09111111111111111","0.16673923225950243"
"health-logistic_regression-80/20-vertical100-s33","finished","health","logistic_regression","80/20","100","vertical","33","0.8002222222222222","0.051111111111111114","0.10972208684444204"
"health-logistic_regression-80/20-horizontal100-s55","finished","health","logistic_regression","80/20","100","horizontal","55","0.7984444444444444","0.057777777777777775","0.10673626288044025"
"health-logistic_regression-80/20-vertical100-s11","finished","health","logistic_regression","80/20","100","vertical","11","0.8051111111111111","0.07111111111111111","0.15824659534914445"
"health-logistic_regression-80/20-horizontal100-s44","finished","health","logistic_regression","80/20","100","horizontal","44","0.8033333333333333","0.07444444444444444","0.14957659692620057"
"health-logistic_regression-80/20-horizontal100-s33","finished","health","logistic_regression","80/20","100","horizontal","33","0.8002222222222222","0.051111111111111114","0.10972208684444204"
"health-logistic_regression-80/20-horizontal100-s22","finished","health","logistic_regression","80/20","100","horizontal","22","0.8042222222222222","0.09111111111111111","0.16673923225950243"
"health-logistic_regression-80/20-horizontal100-s11","finished","health","logistic_regression","80/20","100","horizontal","11","0.8051111111111111","0.07111111111111111","0.15824659534914445"
"health-logistic_regression-50/50-vertical25-s55","finished","health","logistic_regression","50/50","25","vertical","55","0.6006666666666667","0.5208888888888888","0.20394609680227815"
"health-logistic_regression-50/50-vertical25-s44","finished","health","logistic_regression","50/50","25","vertical","44","0.6251111111111111","0.5408888888888889","0.2538494390496012"
"health-logistic_regression-50/50-vertical25-s33","finished","health","logistic_regression","50/50","25","vertical","33","0.6068888888888889","0.5413333333333333","0.21563924478742888"
"health-logistic_regression-50/50-vertical25-s22","finished","health","logistic_regression","50/50","25","vertical","22","0.6177777777777778","0.5155555555555555","0.24063827664176848"
"health-logistic_regression-50/50-vertical25-s11","finished","health","logistic_regression","50/50","25","vertical","11","0.6082222222222222","0.5093333333333333","0.2208060523449186"
"health-logistic_regression-50/50-horizontal25-s55","finished","health","logistic_regression","50/50","25","horizontal","55","0.5964444444444444","0.5470692717584369","0.1939229079260956"
"health-logistic_regression-50/50-horizontal25-s33","finished","health","logistic_regression","50/50","25","horizontal","33","0.5973333333333334","0.5719360568383659","0.1949621862321753"
"health-logistic_regression-50/50-horizontal25-s44","finished","health","logistic_regression","50/50","25","horizontal","44","0.6088888888888889","0.5907473309608541","0.21789021744305925"
"health-logistic_regression-50/50-horizontal25-s11","finished","health","logistic_regression","50/50","25","horizontal","11","0.6142222222222222","0.5683836589698046","0.22948978140955537"
"health-logistic_regression-50/50-horizontal25-s22","finished","health","logistic_regression","50/50","25","horizontal","22","0.6213333333333333","0.5658362989323843","0.24407933877040153"
"health-logistic_regression-50/50-vertical50-s55","finished","health","logistic_regression","50/50","50","vertical","55","0.6015555555555555","0.5448888888888889","0.2044282377919582"
"health-logistic_regression-50/50-vertical50-s33","finished","health","logistic_regression","50/50","50","vertical","33","0.61","0.5497777777777778","0.22161332970348088"
"health-logistic_regression-50/50-vertical50-s44","finished","health","logistic_regression","50/50","50","vertical","44","0.6217777777777778","0.5382222222222223","0.24702926393991256"
"health-logistic_regression-50/50-vertical50-s22","finished","health","logistic_regression","50/50","50","vertical","22","0.6253333333333333","0.5462222222222223","0.25386446310232813"
"health-logistic_regression-50/50-horizontal50-s44","finished","health","logistic_regression","50/50","50","horizontal","44","0.5951111111111111","0.56","0.19069297210046057"
"health-logistic_regression-50/50-horizontal50-s55","finished","health","logistic_regression","50/50","50","horizontal","55","0.6208888888888889","0.568","0.2431418537480235"
"health-logistic_regression-50/50-vertical50-s11","finished","health","logistic_regression","50/50","50","vertical","11","0.614","0.5266666666666666","0.2315596218544012"
"health-logistic_regression-50/50-horizontal50-s22","finished","health","logistic_regression","50/50","50","horizontal","22","0.6151111111111112","0.5511111111111111","0.23213169861341448"
"health-logistic_regression-50/50-horizontal50-s33","finished","health","logistic_regression","50/50","50","horizontal","33","0.6026666666666667","0.5422222222222223","0.20685036463605871"
"health-logistic_regression-50/50-vertical75-s55","finished","health","logistic_regression","50/50","75","vertical","55","0.6017777777777777","0.5515555555555556","0.2045902362039285"
"health-logistic_regression-50/50-horizontal50-s11","finished","health","logistic_regression","50/50","50","horizontal","11","0.6013333333333334","0.5564444444444444","0.2034883890294986"
"health-logistic_regression-50/50-vertical75-s44","finished","health","logistic_regression","50/50","75","vertical","44","0.6146666666666667","0.5431111111111111","0.2317184979891721"
"health-logistic_regression-50/50-vertical75-s33","finished","health","logistic_regression","50/50","75","vertical","33","0.6055555555555555","0.5475555555555556","0.21254596354510577"
"health-logistic_regression-50/50-vertical75-s22","finished","health","logistic_regression","50/50","75","vertical","22","0.6208888888888889","0.5586666666666666","0.2436719428453376"
"health-logistic_regression-50/50-vertical75-s11","finished","health","logistic_regression","50/50","75","vertical","11","0.6117777777777778","0.5266666666666666","0.2268665133420953"
"health-logistic_regression-50/50-horizontal75-s44","finished","health","logistic_regression","50/50","75","horizontal","44","0.6113744075829384","0.5633886255924171","0.22378177481384223"
"health-logistic_regression-50/50-horizontal75-s55","finished","health","logistic_regression","50/50","75","horizontal","55","0.610781990521327","0.5456161137440758","0.2234700824490545"
"health-logistic_regression-50/50-horizontal75-s33","finished","health","logistic_regression","50/50","75","horizontal","33","0.6149289099526066","0.5604265402843602","0.23123570027496015"
"health-logistic_regression-50/50-horizontal75-s22","finished","health","logistic_regression","50/50","75","horizontal","22","0.6124444444444445","0.5483106105512745","0.2267245635065864"
"health-logistic_regression-50/50-horizontal75-s11","finished","health","logistic_regression","50/50","75","horizontal","11","0.6063388625592417","0.54739336492891","0.2141712392472445"
"health-logistic_regression-50/50-vertical100-s55","finished","health","logistic_regression","50/50","100","vertical","55","0.6002222222222222","0.5524444444444444","0.20136587486055713"
"health-logistic_regression-50/50-vertical100-s33","finished","health","logistic_regression","50/50","100","vertical","33","0.6048888888888889","0.5546666666666666","0.21084408621889572"
"health-logistic_regression-50/50-vertical100-s22","finished","health","logistic_regression","50/50","100","vertical","22","0.62","0.5555555555555556","0.24201866769614688"
"health-logistic_regression-50/50-vertical100-s44","finished","health","logistic_regression","50/50","100","vertical","44","0.6131111111111112","0.54","0.22868012916123057"
"health-logistic_regression-50/50-horizontal100-s55","finished","health","logistic_regression","50/50","100","horizontal","55","0.6002222222222222","0.5524444444444444","0.20136587486055713"
"health-logistic_regression-50/50-vertical100-s11","finished","health","logistic_regression","50/50","100","vertical","11","0.6091111111111112","0.5284444444444445","0.2211188857244603"
"health-logistic_regression-50/50-horizontal100-s33","finished","health","logistic_regression","50/50","100","horizontal","33","0.6048888888888889","0.5546666666666666","0.21084408621889572"
"health-logistic_regression-50/50-horizontal100-s44","finished","health","logistic_regression","50/50","100","horizontal","44","0.6131111111111112","0.54","0.22868012916123057"
"health-logistic_regression-50/50-horizontal100-s22","finished","health","logistic_regression","50/50","100","horizontal","22","0.62","0.5555555555555556","0.24201866769614688"
"health-logistic_regression-50/50-horizontal100-s11","finished","health","logistic_regression","50/50","100","horizontal","11","0.6091111111111112","0.5284444444444445","0.2211188857244603"
"adult-xgboost-95/5-vertical25-s44","finished","adult","xgboost","95/5","25","vertical","44","0.96","0.26666666666666666","0.44801076831712416"
"adult-xgboost-95/5-vertical25-s55","finished","adult","xgboost","95/5","25","vertical","55","0.9584444444444444","0.28","0.4315108530460997"
"adult-xgboost-95/5-vertical25-s33","finished","adult","xgboost","95/5","25","vertical","33","0.9626666666666668","0.36","0.511636763617496"
"adult-xgboost-95/5-vertical25-s11","finished","adult","xgboost","95/5","25","vertical","11","0.958","0.28888888888888886","0.4299167184343336"
"adult-xgboost-95/5-vertical25-s22","finished","adult","xgboost","95/5","25","vertical","22","0.9586666666666668","0.28888888888888886","0.4378836755100671"
"adult-xgboost-95/5-horizontal25-s44","finished","adult","xgboost","95/5","25","horizontal","44","0.9448888888888888","0.23214285714285715","0.28045310849811017"
"adult-xgboost-95/5-horizontal25-s55","finished","adult","xgboost","95/5","25","horizontal","55","0.9573333333333334","0.30357142857142855","0.4272121390007206"
"adult-xgboost-95/5-horizontal25-s22","finished","adult","xgboost","95/5","25","horizontal","22","0.9413333333333334","0.32142857142857145","0.32423683121352925"
"adult-xgboost-95/5-horizontal25-s33","finished","adult","xgboost","95/5","25","horizontal","33","0.9528888888888888","0.375","0.4258091157172194"
"adult-xgboost-95/5-vertical50-s55","finished","adult","xgboost","95/5","50","vertical","55","0.9577777777777776","0.27555555555555555","0.42143926022482575"
"adult-xgboost-95/5-horizontal25-s11","finished","adult","xgboost","95/5","25","horizontal","11","0.9653333333333334","0.43859649122807015","0.5699859321431159"
"adult-xgboost-95/5-vertical50-s44","finished","adult","xgboost","95/5","50","vertical","44","0.9593333333333334","0.28","0.4429720716850061"
"adult-xgboost-95/5-vertical50-s22","finished","adult","xgboost","95/5","50","vertical","22","0.9602222222222222","0.3111111111111111","0.4655648708749915"
"adult-xgboost-95/5-vertical50-s33","finished","adult","xgboost","95/5","50","vertical","33","0.9626666666666668","0.36","0.511636763617496"
"adult-xgboost-95/5-vertical50-s11","finished","adult","xgboost","95/5","50","vertical","11","0.9588888888888888","0.3022222222222222","0.4459755007468912"
"adult-xgboost-95/5-horizontal50-s55","finished","adult","xgboost","95/5","50","horizontal","55","0.9568888888888888","0.3008849557522124","0.42510411876522775"
"adult-xgboost-95/5-horizontal50-s33","finished","adult","xgboost","95/5","50","horizontal","33","0.9591111111111112","0.38392857142857145","0.4809747674521886"
"adult-xgboost-95/5-horizontal50-s44","finished","adult","xgboost","95/5","50","horizontal","44","0.9564444444444444","0.19642857142857145","0.3653655652529838"
"adult-xgboost-95/5-horizontal50-s22","finished","adult","xgboost","95/5","50","horizontal","22","0.9608888888888888","0.36607142857142855","0.49148158866552755"
"adult-xgboost-95/5-vertical75-s55","finished","adult","xgboost","95/5","75","vertical","55","0.9573333333333334","0.28","0.4181971377207408"
"adult-xgboost-95/5-horizontal50-s11","finished","adult","xgboost","95/5","50","horizontal","11","0.9591111111111112","0.33035714285714285","0.4581446735548127"
"adult-xgboost-95/5-vertical75-s33","finished","adult","xgboost","95/5","75","vertical","33","0.9624444444444444","0.37777777777777777","0.514564289573737"
"adult-xgboost-95/5-vertical75-s44","finished","adult","xgboost","95/5","75","vertical","44","0.9595555555555556","0.28444444444444444","0.44752395589141875"
"adult-xgboost-95/5-vertical75-s22","finished","adult","xgboost","95/5","75","vertical","22","0.9584444444444444","0.32","0.4484314568781944"
"adult-xgboost-95/5-vertical75-s11","finished","adult","xgboost","95/5","75","vertical","11","0.9604444444444444","0.3244444444444444","0.4730293009330082"
"adult-xgboost-95/5-horizontal75-s55","finished","adult","xgboost","95/5","75","horizontal","55","0.9605925925925926","0.3273809523809524","0.47382408809442994"
"adult-xgboost-95/5-horizontal75-s33","finished","adult","xgboost","95/5","75","horizontal","33","0.9567535545023697","0.3136094674556213","0.42844546028914465"
"adult-xgboost-95/5-horizontal75-s44","finished","adult","xgboost","95/5","75","horizontal","44","0.956457345971564","0.25443786982248523","0.396384033412464"
"adult-xgboost-95/5-horizontal75-s11","finished","adult","xgboost","95/5","75","horizontal","11","0.9582222222222222","0.33727810650887574","0.45428209302965866"
"adult-xgboost-95/5-horizontal75-s22","finished","adult","xgboost","95/5","75","horizontal","22","0.96","0.33136094674556216","0.4710114332441421"
"adult-xgboost-95/5-vertical100-s55","finished","adult","xgboost","95/5","100","vertical","55","0.9571111111111112","0.27111111111111114","0.41149171313291233"
"adult-xgboost-95/5-vertical100-s44","finished","adult","xgboost","95/5","100","vertical","44","0.9591111111111112","0.28","0.4400340152070435"
"adult-xgboost-95/5-vertical100-s22","finished","adult","xgboost","95/5","100","vertical","22","0.9577777777777776","0.3111111111111111","0.437339675831457"
"adult-xgboost-95/5-vertical100-s33","finished","adult","xgboost","95/5","100","vertical","33","0.9615555555555556","0.3466666666666667","0.4940137796479619"
"adult-xgboost-95/5-vertical100-s11","finished","adult","xgboost","95/5","100","vertical","11","0.9573333333333334","0.28888888888888886","0.4223073275193047"
"adult-xgboost-95/5-horizontal100-s44","finished","adult","xgboost","95/5","100","horizontal","44","0.9591111111111112","0.28","0.4400340152070435"
"adult-xgboost-95/5-horizontal100-s55","finished","adult","xgboost","95/5","100","horizontal","55","0.9571111111111112","0.27111111111111114","0.41149171313291233"
"adult-xgboost-95/5-horizontal100-s33","finished","adult","xgboost","95/5","100","horizontal","33","0.9615555555555556","0.3466666666666667","0.4940137796479619"
"adult-xgboost-95/5-horizontal100-s22","finished","adult","xgboost","95/5","100","horizontal","22","0.9577777777777776","0.3111111111111111","0.437339675831457"
"adult-xgboost-95/5-horizontal100-s11","finished","adult","xgboost","95/5","100","horizontal","11","0.9573333333333334","0.28888888888888886","0.4223073275193047"
"adult-xgboost-90/10-vertical25-s55","finished","adult","xgboost","90/10","25","vertical","55","0.922","0.4133333333333334","0.4924455582928227"
"adult-xgboost-90/10-vertical25-s33","finished","adult","xgboost","90/10","25","vertical","33","0.9297777777777778","0.43777777777777777","0.5428817639036148"
"adult-xgboost-90/10-vertical25-s44","finished","adult","xgboost","90/10","25","vertical","44","0.9266666666666666","0.44222222222222224","0.5267456929313838"
"adult-xgboost-90/10-vertical25-s22","finished","adult","xgboost","90/10","25","vertical","22","0.9266666666666666","0.4088888888888889","0.5167724353655463"
"adult-xgboost-90/10-vertical25-s11","finished","adult","xgboost","90/10","25","vertical","11","0.926","0.44","0.522484343558121"
"adult-xgboost-90/10-horizontal25-s55","finished","adult","xgboost","90/10","25","horizontal","55","0.9226666666666666","0.4690265486725664","0.5173555800403878"
"adult-xgboost-90/10-horizontal25-s33","finished","adult","xgboost","90/10","25","horizontal","33","0.9084444444444444","0.4642857142857143","0.45423285646709144"
"adult-xgboost-90/10-horizontal25-s44","finished","adult","xgboost","90/10","25","horizontal","44","0.9316163410301954","0.5089285714285714","0.5709225415242284"
"adult-xgboost-90/10-horizontal25-s11","finished","adult","xgboost","90/10","25","horizontal","11","0.9226666666666666","0.35398230088495575","0.47830638530603303"
"adult-xgboost-90/10-horizontal25-s22","finished","adult","xgboost","90/10","25","horizontal","22","0.9094138543516874","0.38392857142857145","0.4191879247178863"
"adult-xgboost-90/10-vertical50-s44","finished","adult","xgboost","90/10","50","vertical","44","0.9317777777777778","0.4644444444444445","0.5612749645216831"
"adult-xgboost-90/10-vertical50-s55","finished","adult","xgboost","90/10","50","vertical","55","0.9184444444444444","0.3933333333333333","0.46674200782355335"
"adult-xgboost-90/10-vertical50-s33","finished","adult","xgboost","90/10","50","vertical","33","0.9271111111111112","0.4222222222222222","0.523186721436368"
"adult-xgboost-90/10-vertical50-s11","finished","adult","xgboost","90/10","50","vertical","11","0.9273333333333332","0.4577777777777778","0.5351256450906711"
"adult-xgboost-90/10-vertical50-s22","finished","adult","xgboost","90/10","50","vertical","22","0.9257777777777778","0.44","0.5213056423130676"
"adult-xgboost-90/10-horizontal50-s44","finished","adult","xgboost","90/10","50","horizontal","44","0.9204444444444444","0.43555555555555553","0.49294851286069385"
"adult-xgboost-90/10-horizontal50-s55","finished","adult","xgboost","90/10","50","horizontal","55","0.9235555555555556","0.4444444444444444","0.5113867516938292"
"adult-xgboost-90/10-horizontal50-s33","finished","adult","xgboost","90/10","50","horizontal","33","0.9257777777777778","0.4311111111111111","0.5184690666528263"
"adult-xgboost-90/10-horizontal50-s22","finished","adult","xgboost","90/10","50","horizontal","22","0.9262222222222222","0.4044444444444445","0.512881668794273"
"adult-xgboost-90/10-horizontal50-s11","finished","adult","xgboost","90/10","50","horizontal","11","0.9253333333333332","0.4222222222222222","0.51323297557285"
"adult-xgboost-90/10-vertical75-s55","finished","adult","xgboost","90/10","75","vertical","55","0.92","0.43333333333333335","0.4899789435061114"
"adult-xgboost-90/10-vertical75-s33","finished","adult","xgboost","90/10","75","vertical","33","0.9248888888888888","0.43333333333333335","0.5144385505731739"
"adult-xgboost-90/10-vertical75-s44","finished","adult","xgboost","90/10","75","vertical","44","0.9255555555555556","0.44666666666666666","0.5223088021507892"
"adult-xgboost-90/10-vertical75-s22","finished","adult","xgboost","90/10","75","vertical","22","0.9291111111111112","0.43777777777777777","0.5390203480638249"
"adult-xgboost-90/10-vertical75-s11","finished","adult","xgboost","90/10","75","vertical","11","0.9268888888888888","0.4711111111111111","0.5370848149890115"
"adult-xgboost-90/10-horizontal75-s55","finished","adult","xgboost","90/10","75","horizontal","55","0.925037037037037","0.45857988165680474","0.5241469984968287"
"adult-xgboost-90/10-horizontal75-s33","finished","adult","xgboost","90/10","75","horizontal","33","0.928","0.4556213017751479","0.5385052399267073"
"adult-xgboost-90/10-horizontal75-s44","finished","adult","xgboost","90/10","75","horizontal","44","0.9277037037037036","0.4792899408284024","0.5442859373265231"
"adult-xgboost-90/10-horizontal75-s22","finished","adult","xgboost","90/10","75","horizontal","22","0.9247407407407408","0.41124260355029585","0.5070340606274683"
"adult-xgboost-90/10-horizontal75-s11","finished","adult","xgboost","90/10","75","horizontal","11","0.9318518518518518","0.4777448071216618","0.5646450547583678"
"adult-xgboost-90/10-vertical100-s44","finished","adult","xgboost","90/10","100","vertical","44","0.9306666666666666","0.4688888888888889","0.5562500299247428"
"adult-xgboost-90/10-vertical100-s55","finished","adult","xgboost","90/10","100","vertical","55","0.9206666666666666","0.4177777777777778","0.48729128373538905"
"adult-xgboost-90/10-vertical100-s22","finished","adult","xgboost","90/10","100","vertical","22","0.9248888888888888","0.43777777777777777","0.5159092869186136"
"adult-xgboost-90/10-vertical100-s33","finished","adult","xgboost","90/10","100","vertical","33","0.922","0.4088888888888889","0.49085958701758337"
"adult-xgboost-90/10-horizontal100-s55","finished","adult","xgboost","90/10","100","horizontal","55","0.9206666666666666","0.4177777777777778","0.48729128373538905"
"adult-xgboost-90/10-vertical100-s11","finished","adult","xgboost","90/10","100","vertical","11","0.9293333333333332","0.4688888888888889","0.5490477123948986"
"adult-xgboost-90/10-horizontal100-s44","finished","adult","xgboost","90/10","100","horizontal","44","0.9306666666666666","0.4688888888888889","0.5562500299247428"
"adult-xgboost-90/10-horizontal100-s33","finished","adult","xgboost","90/10","100","horizontal","33","0.922","0.4088888888888889","0.49085958701758337"
"adult-xgboost-90/10-horizontal100-s22","finished","adult","xgboost","90/10","100","horizontal","22","0.9248888888888888","0.43777777777777777","0.5159092869186136"
"adult-xgboost-80/20-vertical25-s55","finished","adult","xgboost","80/20","25","vertical","55","0.8728888888888889","0.57","0.5730342161945525"
"adult-xgboost-90/10-horizontal100-s11","finished","adult","xgboost","90/10","100","horizontal","11","0.9293333333333332","0.4688888888888889","0.5490477123948986"
"adult-xgboost-80/20-vertical25-s44","finished","adult","xgboost","80/20","25","vertical","44","0.8786666666666667","0.5911111111111111","0.594368570457161"
"adult-xgboost-80/20-vertical25-s33","finished","adult","xgboost","80/20","25","vertical","33","0.8808888888888889","0.5766666666666667","0.5981291082519864"
"adult-xgboost-80/20-vertical25-s22","finished","adult","xgboost","80/20","25","vertical","22","0.8828888888888888","0.5888888888888889","0.6064270050065296"
"adult-xgboost-80/20-vertical25-s11","finished","adult","xgboost","80/20","25","vertical","11","0.8704444444444445","0.5366666666666666","0.5585365470997172"
"adult-xgboost-80/20-horizontal25-s55","finished","adult","xgboost","80/20","25","horizontal","55","0.8631111111111112","0.6177777777777778","0.559736094221504"
"adult-xgboost-80/20-horizontal25-s44","finished","adult","xgboost","80/20","25","horizontal","44","0.8586666666666667","0.5688888888888889","0.5338262334403838"
"adult-xgboost-80/20-horizontal25-s33","finished","adult","xgboost","80/20","25","horizontal","33","0.8711111111111111","0.6044444444444445","0.5764987767424717"
"adult-xgboost-80/20-horizontal25-s11","finished","adult","xgboost","80/20","25","horizontal","11","0.8657777777777778","0.5822222222222222","0.5563372825146647"
"adult-xgboost-80/20-horizontal25-s22","finished","adult","xgboost","80/20","25","horizontal","22","0.8764444444444445","0.5822222222222222","0.5860249110566577"
"adult-xgboost-80/20-vertical50-s44","finished","adult","xgboost","80/20","50","vertical","44","0.8802222222222222","0.59","0.5986884888952886"
"adult-xgboost-80/20-vertical50-s55","finished","adult","xgboost","80/20","50","vertical","55","0.8764444444444445","0.5744444444444444","0.5843757497768297"
"adult-xgboost-80/20-vertical50-s33","finished","adult","xgboost","80/20","50","vertical","33","0.8817777777777778","0.5755555555555556","0.6006512790683265"
"adult-xgboost-80/20-vertical50-s22","finished","adult","xgboost","80/20","50","vertical","22","0.8817777777777778","0.5888888888888889","0.6030886770794416"
"adult-xgboost-80/20-vertical50-s11","finished","adult","xgboost","80/20","50","vertical","11","0.8717777777777778","0.5477777777777778","0.5649007185774636"
"adult-xgboost-80/20-horizontal50-s44","finished","adult","xgboost","80/20","50","horizontal","44","0.8751111111111111","0.6066666666666667","0.5878782397638304"
"adult-xgboost-80/20-horizontal50-s55","finished","adult","xgboost","80/20","50","horizontal","55","0.8835555555555555","0.5977777777777777","0.6100736427875411"
"adult-xgboost-80/20-horizontal50-s22","finished","adult","xgboost","80/20","50","horizontal","22","0.8706666666666667","0.58","0.5690909044733514"
"adult-xgboost-80/20-horizontal50-s33","finished","adult","xgboost","80/20","50","horizontal","33","0.8746666666666667","0.6","0.5850454353239443"
"adult-xgboost-80/20-horizontal50-s11","finished","adult","xgboost","80/20","50","horizontal","11","0.8737777777777778","0.5911111111111111","0.5804516449859379"
"adult-xgboost-80/20-vertical75-s55","finished","adult","xgboost","80/20","75","vertical","55","0.8768888888888889","0.5911111111111111","0.5892454606263478"
"adult-xgboost-80/20-vertical75-s44","finished","adult","xgboost","80/20","75","vertical","44","0.876","0.5944444444444444","0.5874682827893082"
"adult-xgboost-80/20-vertical75-s33","finished","adult","xgboost","80/20","75","vertical","33","0.8837777777777778","0.6","0.6111532254097797"
"adult-xgboost-80/20-vertical75-s22","finished","adult","xgboost","80/20","75","vertical","22","0.8808888888888889","0.6022222222222222","0.6031300021800344"
"adult-xgboost-80/20-vertical75-s11","finished","adult","xgboost","80/20","75","vertical","11","0.8762222222222222","0.5722222222222222","0.583257353770926"
"adult-xgboost-80/20-horizontal75-s55","finished","adult","xgboost","80/20","75","horizontal","55","0.8752592592592593","0.5851851851851851","0.5832647188704942"
"adult-xgboost-80/20-horizontal75-s44","finished","adult","xgboost","80/20","75","horizontal","44","0.8705185185185185","0.5925925925925926","0.5718417587196963"
"adult-xgboost-80/20-horizontal75-s22","finished","adult","xgboost","80/20","75","horizontal","22","0.8805925925925926","0.6133333333333333","0.6046595907356366"
"adult-xgboost-80/20-horizontal75-s33","finished","adult","xgboost","80/20","75","horizontal","33","0.8717037037037038","0.5644444444444444","0.5683489338207991"
"adult-xgboost-80/20-horizontal75-s11","finished","adult","xgboost","80/20","75","horizontal","11","0.8743703703703704","0.5777777777777777","0.5790536431826249"
"adult-xgboost-80/20-vertical100-s44","finished","adult","xgboost","80/20","100","vertical","44","0.8808888888888889","0.6077777777777778","0.6042995573522866"
"adult-xgboost-80/20-vertical100-s55","finished","adult","xgboost","80/20","100","vertical","55","0.8808888888888889","0.6111111111111112","0.6050144620642842"
"adult-xgboost-80/20-vertical100-s22","finished","adult","xgboost","80/20","100","vertical","22","0.8835555555555555","0.6133333333333333","0.6131153316013735"
