"Name","State","dataset","classifier","imbalance","min_level","min_type","seed","accuracy","minority_recall","mcc"
"health-random_forest-90/10-vertical25-s22","finished","health","random_forest","90/10","25","vertical","22","0.9","0.013333333333333334","0.06894502533266922"
"health-random_forest-90/10-horizontal25-s55","finished","health","random_forest","90/10","25","horizontal","55","0.9004444444444445","0","0"
"health-random_forest-90/10-vertical25-s11","finished","health","random_forest","90/10","25","vertical","11","0.8991111111111111","0.0022222222222222222","0.008119823280465219"
"health-random_forest-90/10-horizontal25-s33","finished","health","random_forest","90/10","25","horizontal","33","0.9004444444444445","0","0"
"health-random_forest-90/10-horizontal25-s44","finished","health","random_forest","90/10","25","horizontal","44","0.8987566607460036","0","-0.009957681654547478"
"health-random_forest-90/10-horizontal25-s22","finished","health","random_forest","90/10","25","horizontal","22","0.9004444444444445","0","0"
"health-random_forest-90/10-horizontal25-s11","finished","health","random_forest","90/10","25","horizontal","11","0.9004444444444445","0","0"
"health-random_forest-90/10-vertical50-s55","finished","health","random_forest","90/10","50","vertical","55","0.8997777777777778","0.0044444444444444444","0.033351867298253506"
"health-random_forest-90/10-vertical50-s44","finished","health","random_forest","90/10","50","vertical","44","0.9015555555555556","0.022222222222222223","0.12007380882576138"
"health-random_forest-90/10-vertical50-s22","finished","health","random_forest","90/10","50","vertical","22","0.9004444444444445","0.006666666666666667","0.06462624851278848"
"health-random_forest-90/10-vertical50-s33","finished","health","random_forest","90/10","50","vertical","33","0.8995555555555556","0","-0.007028845828593079"
"health-random_forest-90/10-vertical50-s11","finished","health","random_forest","90/10","50","vertical","11","0.8997777777777778","0","-0.004969592157585834"
"health-random_forest-90/10-horizontal50-s55","finished","health","random_forest","90/10","50","horizontal","55","0.9","0","0"
"health-random_forest-90/10-horizontal50-s44","finished","health","random_forest","90/10","50","horizontal","44","0.8995555555555556","0.0044444444444444444","0.028419381481628266"
"health-random_forest-90/10-horizontal50-s33","finished","health","random_forest","90/10","50","horizontal","33","0.9","0","0"
"health-random_forest-90/10-horizontal50-s22","finished","health","random_forest","90/10","50","horizontal","22","0.9","0","0"
"health-random_forest-90/10-horizontal50-s11","finished","health","random_forest","90/10","50","horizontal","11","0.9","0","0"
"health-random_forest-90/10-vertical75-s55","finished","health","random_forest","90/10","75","vertical","55","0.8995555555555556","0","-0.007028845828593079"
"health-random_forest-90/10-vertical75-s44","finished","health","random_forest","90/10","75","vertical","44","0.9013333333333332","0.017777777777777778","0.11011680824270202"
"health-random_forest-90/10-vertical75-s22","finished","health","random_forest","90/10","75","vertical","22","0.9","0.0022222222222222222","0.028115383314372317"
"health-random_forest-90/10-vertical75-s33","finished","health","random_forest","90/10","75","vertical","33","0.8997777777777778","0","-0.004969592157585834"
"health-random_forest-90/10-vertical75-s11","finished","health","random_forest","90/10","75","vertical","11","0.8995555555555556","0","-0.007028845828593079"
"health-random_forest-90/10-horizontal75-s55","finished","health","random_forest","90/10","75","horizontal","55","0.9007407407407408","0.008902077151335312","0.074701253813006"
"health-random_forest-90/10-horizontal75-s44","finished","health","random_forest","90/10","75","horizontal","44","0.9007407407407408","0.008902077151335312","0.074701253813006"
"health-random_forest-90/10-horizontal75-s22","finished","health","random_forest","90/10","75","horizontal","22","0.9010370370370372","0.01183431952662722","0.10325584978054732"
"health-random_forest-90/10-horizontal75-s33","finished","health","random_forest","90/10","75","horizontal","33","0.8992890995260664","0","-0.008120951636117524"
"health-random_forest-90/10-horizontal75-s11","finished","health","random_forest","90/10","75","horizontal","11","0.8998518518518519","0","0"
"health-random_forest-90/10-vertical100-s55","finished","health","random_forest","90/10","100","vertical","55","0.8997777777777778","0","-0.004969592157585834"
"health-random_forest-90/10-vertical100-s44","finished","health","random_forest","90/10","100","vertical","44","0.9004444444444445","0.013333333333333334","0.07865486303050144"
"health-random_forest-90/10-vertical100-s33","finished","health","random_forest","90/10","100","vertical","33","0.9","0","0"
"health-random_forest-90/10-vertical100-s11","finished","health","random_forest","90/10","100","vertical","11","0.9","0","0"
"health-random_forest-90/10-vertical100-s22","finished","health","random_forest","90/10","100","vertical","22","0.8995555555555556","0","-0.007028845828593079"
"health-random_forest-90/10-horizontal100-s55","finished","health","random_forest","90/10","100","horizontal","55","0.8997777777777778","0","-0.004969592157585834"
"health-random_forest-90/10-horizontal100-s33","finished","health","random_forest","90/10","100","horizontal","33","0.9","0","0"
"health-random_forest-90/10-horizontal100-s44","finished","health","random_forest","90/10","100","horizontal","44","0.9004444444444445","0.013333333333333334","0.07865486303050144"
"health-random_forest-90/10-horizontal100-s22","finished","health","random_forest","90/10","100","horizontal","22","0.8995555555555556","0","-0.007028845828593079"
"health-random_forest-90/10-horizontal100-s11","finished","health","random_forest","90/10","100","horizontal","11","0.9","0","0"
"health-random_forest-80/20-vertical25-s55","finished","health","random_forest","80/20","25","vertical","55","0.7957777777777778","0.06333333333333334","0.09972319306153296"
"health-random_forest-80/20-vertical25-s44","finished","health","random_forest","80/20","25","vertical","44","0.7955555555555556","0.07777777777777778","0.11400364817511333"
"health-random_forest-80/20-vertical25-s33","finished","health","random_forest","80/20","25","vertical","33","0.7977777777777778","0.05333333333333334","0.09817295055746882"
"health-random_forest-80/20-vertical25-s22","finished","health","random_forest","80/20","25","vertical","22","0.8037777777777778","0.08888888888888889","0.16279510004775716"
"health-random_forest-80/20-vertical25-s11","finished","health","random_forest","80/20","25","vertical","11","0.7988888888888889","0.05333333333333334","0.10426706209404192"
"health-random_forest-80/20-horizontal25-s55","finished","health","random_forest","80/20","25","horizontal","55","0.7964444444444444","0.013333333333333334","0.02367568619051892"
"health-random_forest-80/20-horizontal25-s44","finished","health","random_forest","80/20","25","horizontal","44","0.8008888888888889","0.022222222222222223","0.07982457867856663"
"health-random_forest-80/20-horizontal25-s33","finished","health","random_forest","80/20","25","horizontal","33","0.8","0.044444444444444446","0.10090091909944689"
"health-random_forest-80/20-horizontal25-s22","finished","health","random_forest","80/20","25","horizontal","22","0.7982222222222223","0.02666666666666667","0.06414590543443996"
"health-random_forest-80/20-horizontal25-s11","finished","health","random_forest","80/20","25","horizontal","11","0.7964444444444444","0.035555555555555556","0.06726727939963124"
"health-random_forest-80/20-vertical50-s44","finished","health","random_forest","80/20","50","vertical","44","0.7988888888888889","0.05444444444444444","0.10550219699729792"
"health-random_forest-80/20-vertical50-s55","finished","health","random_forest","80/20","50","vertical","55","0.8011111111111111","0.044444444444444446","0.10849075915068657"
"health-random_forest-80/20-vertical50-s33","finished","health","random_forest","80/20","50","vertical","33","0.802","0.04666666666666667","0.11717001988274148"
"health-random_forest-80/20-vertical50-s22","finished","health","random_forest","80/20","50","vertical","22","0.8057777777777778","0.0811111111111111","0.1689695355896501"
"health-random_forest-80/20-horizontal50-s55","finished","health","random_forest","80/20","50","horizontal","55","0.8017777777777778","0.02666666666666667","0.09470274476207569"
"health-random_forest-80/20-vertical50-s11","finished","health","random_forest","80/20","50","vertical","11","0.8013333333333333","0.03777777777777778","0.10294476489951028"
"health-random_forest-80/20-horizontal50-s33","finished","health","random_forest","80/20","50","horizontal","33","0.7986666666666666","0.03333333333333333","0.07763891870464056"
"health-random_forest-80/20-horizontal50-s44","finished","health","random_forest","80/20","50","horizontal","44","0.8031111111111111","0.04666666666666667","0.1257034383054253"
"health-random_forest-80/20-horizontal50-s22","finished","health","random_forest","80/20","50","horizontal","22","0.8031111111111111","0.044444444444444446","0.12385256079073612"
"health-random_forest-80/20-horizontal50-s11","finished","health","random_forest","80/20","50","horizontal","11","0.7995555555555556","0.03333333333333333","0.08388091954774911"
"health-random_forest-80/20-vertical75-s55","finished","health","random_forest","80/20","75","vertical","55","0.7993333333333333","0.03666666666666667","0.08680921260109983"
"health-random_forest-80/20-vertical75-s44","finished","health","random_forest","80/20","75","vertical","44","0.798","0.05333333333333334","0.09936414126574186"
"health-random_forest-80/20-vertical75-s33","finished","health","random_forest","80/20","75","vertical","33","0.8011111111111111","0.028888888888888888","0.0907136872619186"
"health-random_forest-80/20-vertical75-s22","finished","health","random_forest","80/20","75","vertical","22","0.8008888888888889","0.06222222222222222","0.1248692225557812"
"health-random_forest-80/20-vertical75-s11","finished","health","random_forest","80/20","75","vertical","11","0.8002222222222222","0.03","0.08445247023251107"
"health-random_forest-80/20-horizontal75-s55","finished","health","random_forest","80/20","75","horizontal","55","0.8011851851851852","0.025185185185185185","0.08681084936523603"
"health-random_forest-80/20-horizontal75-s44","finished","health","random_forest","80/20","75","horizontal","44","0.8035555555555556","0.04","0.12428269177922743"
"health-random_forest-80/20-horizontal75-s33","finished","health","random_forest","80/20","75","horizontal","33","0.7991111111111111","0.022222222222222223","0.06323522992684352"
"health-random_forest-80/20-horizontal75-s22","finished","health","random_forest","80/20","75","horizontal","22","0.8017777777777778","0.028148148148148148","0.09630911150881367"
"health-random_forest-80/20-horizontal75-s11","finished","health","random_forest","80/20","75","horizontal","11","0.8005925925925926","0.028148148148148148","0.08508687157616317"
"health-random_forest-80/20-vertical100-s44","finished","health","random_forest","80/20","100","vertical","44","0.8011111111111111","0.034444444444444444","0.09736895198476164"
"health-random_forest-80/20-vertical100-s55","finished","health","random_forest","80/20","100","vertical","55","0.8004444444444444","0.03111111111111111","0.08775802613871593"
"health-random_forest-80/20-vertical100-s22","finished","health","random_forest","80/20","100","vertical","22","0.806","0.06333333333333334","0.15977491845378725"
"health-random_forest-80/20-vertical100-s33","finished","health","random_forest","80/20","100","vertical","33","0.8011111111111111","0.027777777777777776","0.08933669468970774"
"health-random_forest-80/20-vertical100-s11","finished","health","random_forest","80/20","100","vertical","11","0.8024444444444444","0.028888888888888888","0.10407570140618871"
"health-random_forest-80/20-horizontal100-s55","finished","health","random_forest","80/20","100","horizontal","55","0.8004444444444444","0.03111111111111111","0.08775802613871593"
"health-random_forest-80/20-horizontal100-s44","finished","health","random_forest","80/20","100","horizontal","44","0.8011111111111111","0.034444444444444444","0.09736895198476164"
"health-random_forest-80/20-horizontal100-s33","finished","health","random_forest","80/20","100","horizontal","33","0.8011111111111111","0.027777777777777776","0.08933669468970774"
"health-random_forest-80/20-horizontal100-s11","finished","health","random_forest","80/20","100","horizontal","11","0.8024444444444444","0.028888888888888888","0.10407570140618871"
"health-random_forest-80/20-horizontal100-s22","finished","health","random_forest","80/20","100","horizontal","22","0.806","0.06333333333333334","0.15977491845378725"
"health-random_forest-50/50-vertical25-s55","finished","health","random_forest","50/50","25","vertical","55","0.6068888888888889","0.5946666666666667","0.21384167582514657"
"health-random_forest-50/50-vertical25-s44","finished","health","random_forest","50/50","25","vertical","44","0.6137777777777778","0.588","0.22785857828373657"
"health-random_forest-50/50-vertical25-s33","finished","health","random_forest","50/50","25","vertical","33","0.6128888888888889","0.6013333333333334","0.22583809854647327"
"health-random_forest-50/50-vertical25-s22","finished","health","random_forest","50/50","25","vertical","22","0.6093333333333333","0.5808888888888889","0.21902136831299895"
"health-random_forest-50/50-vertical25-s11","finished","health","random_forest","50/50","25","vertical","11","0.6031111111111112","0.5795555555555556","0.20645145452696456"
"health-random_forest-50/50-horizontal25-s55","finished","health","random_forest","50/50","25","horizontal","55","0.6035555555555555","0.5808170515097691","0.207364677559252"
"health-random_forest-50/50-horizontal25-s44","finished","health","random_forest","50/50","25","horizontal","44","0.6142222222222222","0.6103202846975089","0.2284447339286877"
"health-random_forest-50/50-horizontal25-s22","finished","health","random_forest","50/50","25","horizontal","22","0.6195555555555555","0.6227758007117438","0.2391213654032984"
"health-random_forest-50/50-horizontal25-s33","finished","health","random_forest","50/50","25","horizontal","33","0.5955555555555555","0.566607460035524","0.1914824220054714"
"health-random_forest-50/50-horizontal25-s11","finished","health","random_forest","50/50","25","horizontal","11","0.6248888888888889","0.5985790408525755","0.25016876520029013"
"health-random_forest-50/50-vertical50-s55","finished","health","random_forest","50/50","50","vertical","55","0.6091111111111112","0.5911111111111111","0.2183637678194112"
"health-random_forest-50/50-vertical50-s44","finished","health","random_forest","50/50","50","vertical","44","0.6253333333333333","0.5897777777777777","0.25130286488881937"
"health-random_forest-50/50-vertical50-s33","finished","health","random_forest","50/50","50","vertical","33","0.6188888888888889","0.5888888888888889","0.2382069368555337"
"health-random_forest-50/50-vertical50-s22","finished","health","random_forest","50/50","50","vertical","22","0.6257777777777778","0.5875555555555556","0.25229380703245846"
"health-random_forest-50/50-horizontal50-s55","finished","health","random_forest","50/50","50","horizontal","55","0.6128888888888889","0.5715555555555556","0.2265532119879202"
"health-random_forest-50/50-vertical50-s11","finished","health","random_forest","50/50","50","vertical","11","0.6231111111111111","0.5924444444444444","0.24668664958011385"
"health-random_forest-50/50-horizontal50-s44","finished","health","random_forest","50/50","50","horizontal","44","0.6271111111111111","0.5982222222222222","0.2546476189993891"
"health-random_forest-50/50-horizontal50-s33","finished","health","random_forest","50/50","50","horizontal","33","0.6168888888888889","0.5946666666666667","0.2340090120358679"
"health-random_forest-50/50-horizontal50-s22","finished","health","random_forest","50/50","50","horizontal","22","0.628","0.6035555555555555","0.25630648531533456"
"health-random_forest-50/50-horizontal50-s11","finished","health","random_forest","50/50","50","horizontal","11","0.6088888888888889","0.5982222222222222","0.2178273512427056"
"health-random_forest-50/50-vertical75-s55","finished","health","random_forest","50/50","75","vertical","55","0.614","0.5964444444444444","0.2281406681481716"
"health-random_forest-50/50-vertical75-s44","finished","health","random_forest","50/50","75","vertical","44","0.6231111111111111","0.588","0.24683155734498863"
"health-random_forest-50/50-vertical75-s33","finished","health","random_forest","50/50","75","vertical","33","0.6248888888888889","0.6","0.2500878071271816"
"health-random_forest-50/50-vertical75-s22","finished","health","random_forest","50/50","75","vertical","22","0.6253333333333333","0.5915555555555555","0.25124062234635236"
"health-random_forest-50/50-horizontal75-s55","finished","health","random_forest","50/50","75","horizontal","55","0.6137440758293838","0.5722748815165877","0.2282746315611547"
"health-random_forest-50/50-vertical75-s11","finished","health","random_forest","50/50","75","vertical","11","0.6242222222222222","0.596","0.24884116157755204"
"health-random_forest-50/50-horizontal75-s44","finished","health","random_forest","50/50","75","horizontal","44","0.6279620853080569","0.5983412322274881","0.2563744493233539"
"health-random_forest-50/50-horizontal75-s33","finished","health","random_forest","50/50","75","horizontal","33","0.6190758293838863","0.6024881516587678","0.2382828224061873"
"health-random_forest-50/50-horizontal75-s22","finished","health","random_forest","50/50","75","horizontal","22","0.6272592592592593","0.5957320687611144","0.2550081871835906"
"health-random_forest-50/50-horizontal75-s11","finished","health","random_forest","50/50","75","horizontal","11","0.6190758293838863","0.6113744075829384","0.23817991424920115"
"health-random_forest-50/50-vertical100-s44","finished","health","random_forest","50/50","100","vertical","44","0.6193333333333333","0.5817777777777777","0.2393427691424345"
"health-random_forest-50/50-vertical100-s55","finished","health","random_forest","50/50","100","vertical","55","0.6082222222222222","0.5897777777777777","0.2165918626465811"
"health-random_forest-50/50-vertical100-s33","finished","health","random_forest","50/50","100","vertical","33","0.6177777777777778","0.596","0.23577930858783305"
"health-random_forest-50/50-vertical100-s11","finished","health","random_forest","50/50","100","vertical","11","0.6193333333333333","0.5813333333333334","0.2393589363599717"
"health-random_forest-50/50-vertical100-s22","finished","health","random_forest","50/50","100","vertical","22","0.6233333333333333","0.5902222222222222","0.2472093159823613"
"health-random_forest-50/50-horizontal100-s55","finished","health","random_forest","50/50","100","horizontal","55","0.6082222222222222","0.5897777777777777","0.2165918626465811"
"health-random_forest-50/50-horizontal100-s44","finished","health","random_forest","50/50","100","horizontal","44","0.6193333333333333","0.5817777777777777","0.2393427691424345"
"health-random_forest-50/50-horizontal100-s22","finished","health","random_forest","50/50","100","horizontal","22","0.6233333333333333","0.5902222222222222","0.2472093159823613"
"health-random_forest-50/50-horizontal100-s33","finished","health","random_forest","50/50","100","horizontal","33","0.6177777777777778","0.596","0.23577930858783305"
"health-random_forest-50/50-horizontal100-s11","finished","health","random_forest","50/50","100","horizontal","11","0.6193333333333333","0.5813333333333334","0.2393589363599717"
"health-logistic_regression-95/5-vertical25-s44","finished","health","logistic_regression","95/5","25","vertical","44","0.9506666666666668","0.022222222222222223","0.1203064519232174"
"health-logistic_regression-95/5-vertical25-s55","finished","health","logistic_regression","95/5","25","vertical","55","0.9495555555555556","0","-0.0048375834720891546"
"health-logistic_regression-95/5-vertical25-s33","finished","health","logistic_regression","95/5","25","vertical","33","0.9497777777777778","0","-0.0034203078956098285"
"health-logistic_regression-95/5-vertical25-s22","finished","health","logistic_regression","95/5","25","vertical","22","0.9493333333333334","0.0044444444444444444","0.02295432933654725"
"health-logistic_regression-95/5-vertical25-s11","finished","health","logistic_regression","95/5","25","vertical","11","0.95","0.008888888888888889","0.061586078800968"
"health-logistic_regression-95/5-horizontal25-s44","finished","health","logistic_regression","95/5","25","horizontal","44","0.9502222222222222","0.03571428571428571","0.1236584427203764"
"health-logistic_regression-95/5-horizontal25-s55","finished","health","logistic_regression","95/5","25","horizontal","55","0.9484444444444444","0.017857142857142856","0.05499321662934804"
"health-logistic_regression-95/5-horizontal25-s22","finished","health","logistic_regression","95/5","25","horizontal","22","0.9457777777777778","0.017857142857142856","0.03386500832864552"
"health-logistic_regression-95/5-horizontal25-s33","finished","health","logistic_regression","95/5","25","horizontal","33","0.9475555555555556","0.017857142857142856","0.04615086329683844"
"health-logistic_regression-95/5-horizontal25-s11","finished","health","logistic_regression","95/5","25","horizontal","11","0.9484444444444444","0","-0.009658958066033023"
"health-logistic_regression-95/5-vertical50-s55","finished","health","logistic_regression","95/5","50","vertical","55","0.9495555555555556","0","-0.0048375834720891546"
"health-logistic_regression-95/5-vertical50-s44","finished","health","logistic_regression","95/5","50","vertical","44","0.9506666666666668","0.022222222222222223","0.1203064519232174"
"health-logistic_regression-95/5-vertical50-s33","finished","health","logistic_regression","95/5","50","vertical","33","0.9497777777777778","0","-0.0034203078956098285"
"health-logistic_regression-95/5-vertical50-s22","finished","health","logistic_regression","95/5","50","vertical","22","0.9493333333333334","0.008888888888888889","0.04268938616630295"
"health-logistic_regression-95/5-vertical50-s11","finished","health","logistic_regression","95/5","50","vertical","11","0.9495555555555556","0.0044444444444444444","0.027371590578208"
"health-logistic_regression-95/5-horizontal50-s33","finished","health","logistic_regression","95/5","50","horizontal","33","0.948467347845402","0.017699115044247787","0.06024034298063807"
"health-logistic_regression-95/5-horizontal50-s44","finished","health","logistic_regression","95/5","50","horizontal","44","0.948","0.008928571428571428","0.023908781977456255"
"health-logistic_regression-95/5-horizontal50-s55","finished","health","logistic_regression","95/5","50","horizontal","55","0.9502222222222222","0","0"
"health-logistic_regression-95/5-horizontal50-s11","finished","health","logistic_regression","95/5","50","horizontal","11","0.9488888888888888","0","-0.008363041502989055"
"health-logistic_regression-95/5-horizontal50-s22","finished","health","logistic_regression","95/5","50","horizontal","22","0.9506666666666668","0.026785714285714284","0.11939458007428376"
"health-logistic_regression-95/5-vertical75-s55","finished","health","logistic_regression","95/5","75","vertical","55","0.95","0.0044444444444444444","0.04353825124880239"
"health-logistic_regression-95/5-vertical75-s44","finished","health","logistic_regression","95/5","75","vertical","44","0.9506666666666668","0.022222222222222223","0.1203064519232174"
"health-logistic_regression-95/5-vertical75-s33","finished","health","logistic_regression","95/5","75","vertical","33","0.9497777777777778","0","-0.0034203078956098285"
"health-logistic_regression-95/5-vertical75-s22","finished","health","logistic_regression","95/5","75","vertical","22","0.9493333333333334","0.013333333333333334","0.0581969994118719"
"health-logistic_regression-95/5-vertical75-s11","finished","health","logistic_regression","95/5","75","vertical","11","0.9493333333333334","0.0044444444444444444","0.02295432933654725"
"health-logistic_regression-95/5-horizontal75-s55","finished","health","logistic_regression","95/5","75","horizontal","55","0.949925925925926","0.01183431952662722","0.07106247092505516"
"health-logistic_regression-95/5-horizontal75-s33","finished","health","logistic_regression","95/5","75","horizontal","33","0.9496296296296296","0.005917159763313609","0.038739108788089886"
"health-logistic_regression-95/5-horizontal75-s44","finished","health","logistic_regression","95/5","75","horizontal","44","0.949925925925926","0.01183431952662722","0.07106247092505516"
"health-logistic_regression-95/5-horizontal75-s22","finished","health","logistic_regression","95/5","75","horizontal","22","0.9499407582938388","0.01183431952662722","0.07106424629414233"
"health-logistic_regression-95/5-horizontal75-s11","finished","health","logistic_regression","95/5","75","horizontal","11","0.949037037037037","0.005917159763313609","0.02647862672186345"
"health-logistic_regression-95/5-vertical100-s44","finished","health","logistic_regression","95/5","100","vertical","44","0.9506666666666668","0.022222222222222223","0.1203064519232174"
"health-logistic_regression-95/5-vertical100-s55","finished","health","logistic_regression","95/5","100","vertical","55","0.95","0.0044444444444444444","0.04353825124880239"
"health-logistic_regression-95/5-vertical100-s33","finished","health","logistic_regression","95/5","100","vertical","33","0.9495555555555556","0","-0.0048375834720891546"
"health-logistic_regression-95/5-vertical100-s22","finished","health","logistic_regression","95/5","100","vertical","22","0.9488888888888888","0.0044444444444444444","0.01681703091399813"
"health-logistic_regression-95/5-vertical100-s11","finished","health","logistic_regression","95/5","100","vertical","11","0.9491111111111112","0","-0.006842897644552"
"health-logistic_regression-95/5-horizontal100-s55","finished","health","logistic_regression","95/5","100","horizontal","55","0.95","0.0044444444444444444","0.04353825124880239"
"health-logistic_regression-95/5-horizontal100-s44","finished","health","logistic_regression","95/5","100","horizontal","44","0.9506666666666668","0.022222222222222223","0.1203064519232174"
"health-logistic_regression-95/5-horizontal100-s33","finished","health","logistic_regression","95/5","100","horizontal","33","0.9495555555555556","0","-0.0048375834720891546"
"health-logistic_regression-95/5-horizontal100-s22","finished","health","logistic_regression","95/5","100","horizontal","22","0.9488888888888888","0.0044444444444444444","0.01681703091399813"
"health-logistic_regression-90/10-vertical25-s55","finished","health","logistic_regression","90/10","25","vertical","55","0.8991111111111111","0.017777777777777778","0.0668153104781061"
"health-logistic_regression-95/5-horizontal100-s11","finished","health","logistic_regression","95/5","100","horizontal","11","0.9491111111111112","0","-0.006842897644552"
"health-logistic_regression-90/10-vertical25-s44","finished","health","logistic_regression","90/10","25","vertical","44","0.8997777777777778","0.04","0.11730066582927068"
"health-logistic_regression-90/10-vertical25-s22","finished","health","logistic_regression","90/10","25","vertical","22","0.9","0.03111111111111111","0.10550349698078222"
"health-logistic_regression-90/10-vertical25-s33","finished","health","logistic_regression","90/10","25","vertical","33","0.8991111111111111","0.015555555555555557","0.061025298198653426"
"health-logistic_regression-90/10-vertical25-s11","finished","health","logistic_regression","90/10","25","vertical","11","0.8997777777777778","0.015555555555555557","0.07068293612920713"
"health-logistic_regression-90/10-horizontal25-s33","finished","health","logistic_regression","90/10","25","horizontal","33","0.896","0.026785714285714284","0.05747374529948803"
"health-logistic_regression-90/10-horizontal25-s44","finished","health","logistic_regression","90/10","25","horizontal","44","0.8987566607460036","0.02654867256637168","0.08639496261161717"
"health-logistic_regression-90/10-horizontal25-s55","finished","health","logistic_regression","90/10","25","horizontal","55","0.896","0.017857142857142856","0.03679209431005932"
"health-logistic_regression-90/10-horizontal25-s11","finished","health","logistic_regression","90/10","25","horizontal","11","0.8968888888888888","0.03571428571428571","0.08107464492883089"
"health-logistic_regression-90/10-horizontal25-s22","finished","health","logistic_regression","90/10","25","horizontal","22","0.8977777777777778","0.008928571428571428","0.02241510101090713"
"health-logistic_regression-90/10-vertical50-s55","finished","health","logistic_regression","90/10","50","vertical","55","0.8991111111111111","0.02","0.07221614026063475"
"health-logistic_regression-90/10-vertical50-s44","finished","health","logistic_regression","90/10","50","vertical","44","0.9","0.03777777777777778","0.1163372612791988"
"health-logistic_regression-90/10-vertical50-s33","finished","health","logistic_regression","90/10","50","vertical","33","0.8991111111111111","0.013333333333333334","0.05475687168320407"
"health-logistic_regression-90/10-vertical50-s22","finished","health","logistic_regression","90/10","50","vertical","22","0.8993333333333333","0.02444444444444445","0.08470931051188606"
"health-logistic_regression-90/10-vertical50-s11","finished","health","logistic_regression","90/10","50","vertical","11","0.8991111111111111","0.013333333333333334","0.05475687168320407"
"health-logistic_regression-90/10-horizontal50-s55","finished","health","logistic_regression","90/10","50","horizontal","55","0.8995555555555556","0.035555555555555556","0.1077830508910224"
"health-logistic_regression-90/10-horizontal50-s44","finished","health","logistic_regression","90/10","50","horizontal","44","0.8995555555555556","0.03111111111111111","0.10012834584121606"
"health-logistic_regression-90/10-horizontal50-s22","finished","health","logistic_regression","90/10","50","horizontal","22","0.8977777777777778","0.04","0.09868008648818102"
"health-logistic_regression-90/10-horizontal50-s33","finished","health","logistic_regression","90/10","50","horizontal","33","0.9","0.017777777777777778","0.07964635881193319"
"health-logistic_regression-90/10-horizontal50-s11","finished","health","logistic_regression","90/10","50","horizontal","11","0.8973333333333333","0.017777777777777778","0.048983766455363176"
"health-logistic_regression-90/10-vertical75-s44","finished","health","logistic_regression","90/10","75","vertical","44","0.9002222222222223","0.03777777777777778","0.11894176156849172"
"health-logistic_regression-90/10-vertical75-s55","finished","health","logistic_regression","90/10","75","vertical","55","0.8984444444444445","0.017777777777777778","0.059210146516500715"
"health-logistic_regression-90/10-vertical75-s33","finished","health","logistic_regression","90/10","75","vertical","33","0.8991111111111111","0.013333333333333334","0.05475687168320407"
"health-logistic_regression-90/10-vertical75-s22","finished","health","logistic_regression","90/10","75","vertical","22","0.8993333333333333","0.02666666666666667","0.08920318531418772"
"health-logistic_regression-90/10-horizontal75-s55","finished","health","logistic_regression","90/10","75","horizontal","55","0.8998518518518519","0.02077151335311573","0.08175000733851437"
"health-logistic_regression-90/10-vertical75-s11","finished","health","logistic_regression","90/10","75","vertical","11","0.8986666666666666","0.013333333333333334","0.049289663929681614"
"health-logistic_regression-90/10-horizontal75-s44","finished","health","logistic_regression","90/10","75","horizontal","44","0.9013333333333332","0.04451038575667656","0.14020944322469783"
"health-logistic_regression-90/10-horizontal75-s33","finished","health","logistic_regression","90/10","75","horizontal","33","0.8984004739336493","0.01183431952662722","0.0429962948333993"
"health-logistic_regression-90/10-horizontal75-s22","finished","health","logistic_regression","90/10","75","horizontal","22","0.898962962962963","0.03550295857988166","0.10299461994555244"
"health-logistic_regression-90/10-horizontal75-s11","finished","health","logistic_regression","90/10","75","horizontal","11","0.898962962962963","0.01183431952662722","0.05019062181803123"
"health-logistic_regression-90/10-vertical100-s55","finished","health","logistic_regression","90/10","100","vertical","55","0.8984444444444445","0.02","0.06477770803850111"
"health-logistic_regression-90/10-vertical100-s44","finished","health","logistic_regression","90/10","100","vertical","44","0.8997777777777778","0.03777777777777778","0.11383288949913783"
"health-logistic_regression-90/10-vertical100-s33","finished","health","logistic_regression","90/10","100","vertical","33","0.8984444444444445","0.011111111111111112","0.039845919666084154"
"health-logistic_regression-90/10-vertical100-s11","finished","health","logistic_regression","90/10","100","vertical","11","0.8984444444444445","0.013333333333333334","0.046837998631037"
"health-logistic_regression-90/10-horizontal100-s55","finished","health","logistic_regression","90/10","100","horizontal","55","0.8984444444444445","0.02","0.06477770803850111"
"health-logistic_regression-90/10-vertical100-s22","finished","health","logistic_regression","90/10","100","vertical","22","0.8993333333333333","0.02666666666666667","0.08920318531418772"
"health-logistic_regression-90/10-horizontal100-s33","finished","health","logistic_regression","90/10","100","horizontal","33","0.8984444444444445","0.011111111111111112","0.039845919666084154"
"health-logistic_regression-90/10-horizontal100-s44","finished","health","logistic_regression","90/10","100","horizontal","44","0.8997777777777778","0.03777777777777778","0.11383288949913783"
"health-logistic_regression-90/10-horizontal100-s22","finished","health","logistic_regression","90/10","100","horizontal","22","0.8993333333333333","0.02666666666666667","0.08920318531418772"
"health-logistic_regression-90/10-horizontal100-s11","finished","health","logistic_regression","90/10","100","horizontal","11","0.8984444444444445","0.013333333333333334","0.046837998631037"
"health-logistic_regression-80/20-vertical25-s55","finished","health","logistic_regression","80/20","25","vertical","55","0.7995555555555556","0.04777777777777778","0.101909492144437"
"health-logistic_regression-80/20-vertical25-s44","finished","health","logistic_regression","80/20","25","vertical","44","0.8033333333333333","0.07555555555555556","0.15042982886038275"
