dataset,classifier,imbalance,min_level,min_type,seed,accuracy,minority_recall,macro_f1,balanced_accuracy,mcc,equal_opportunity_diff,fnr_diff,n_test,n_female_pos_test,status,run_id,runtime_sec,exported_at
adult,logistic_regression,50/50,50,vertical,22,0.8226666666666667,0.8457777777777777,0.8225718981555779,0.8226666666666667,0.6460238152799065,-0.2049714045208091,0.2049714045208091,4500,338,ok,26,9.9,2026-07-14T14:34:29.463399
adult,logistic_regression,50/50,50,vertical,33,0.8117777777777778,0.8351111111111111,0.8116752454113907,0.8117777777777777,0.6242356492931894,-0.2797474767156386,0.2797474767156386,4500,335,ok,27,10.3,2026-07-14T14:34:29.463399
adult,logistic_regression,50/50,50,vertical,44,0.8155555555555556,0.8351111111111111,0.8154849933722803,0.8155555555555556,0.6315943643091069,-0.1750111410957887,0.1750111410957887,4500,338,ok,28,10.8,2026-07-14T14:34:29.463399
adult,logistic_regression,50/50,50,vertical,55,0.8195555555555556,0.8475555555555555,0.8194139761128281,0.8195555555555556,0.6401156005107868,-0.1996726550017536,0.1996726550017536,4500,335,ok,29,11.2,2026-07-14T14:34:29.463399
adult,logistic_regression,50/50,25,horizontal,11,0.8257777777777778,0.8398576512455516,0.8257467994310099,0.8257902821059019,0.6518278230409948,-0.3016039051603905,0.3016039051603905,1125,84,ok,30,11.5,2026-07-14T14:34:29.463399
adult,logistic_regression,50/50,25,horizontal,22,0.824,0.8401420959147424,0.8239497843928223,0.8239856387047022,0.6483217543089055,-0.1304208712773813,0.1304208712773813,1125,85,ok,31,11.8,2026-07-14T14:34:29.463399
adult,logistic_regression,50/50,25,horizontal,33,0.8284444444444444,0.8294849023090586,0.8284439022424566,0.8284435187701876,0.6568891136392853,-0.2753255790834079,0.2753255790834079,1125,84,ok,32,12.2,2026-07-14T14:34:29.463399
adult,logistic_regression,50/50,25,horizontal,44,0.8090586145648313,0.8170515097690941,0.8090464152327466,0.8090586145648313,0.6181962228064821,-0.1447944868323899,0.1447944868323899,1126,85,ok,33,12.5,2026-07-14T14:34:29.463399
adult,logistic_regression,50/50,25,horizontal,55,0.8204444444444444,0.8472468916518651,0.8203080027580448,0.8204205988508435,0.6417850789035733,-0.2122477383437717,0.2122477383437717,1125,84,ok,34,12.8,2026-07-14T14:34:29.463399
adult,logistic_regression,50/50,25,vertical,11,0.8166666666666667,0.8395555555555556,0.8165705677606604,0.8166666666666667,0.6339979863840679,-0.2080940060904657,0.2080940060904657,4500,338,ok,35,13.2,2026-07-14T14:34:29.463399
adult,logistic_regression,50/50,25,vertical,22,0.8168888888888889,0.8417777777777777,0.8167753891595861,0.8168888888888889,0.6345644358778665,-0.2107090688519719,0.2107090688519719,4500,338,ok,36,13.7,2026-07-14T14:34:29.463399
adult,logistic_regression,50/50,25,vertical,33,0.8084444444444444,0.8297777777777777,0.8083572256884912,0.8084444444444444,0.6174511626719037,-0.2629593546627177,0.2629593546627177,4500,335,ok,37,14.1,2026-07-14T14:34:29.463399
adult,logistic_regression,50/50,25,vertical,44,0.8186666666666667,0.8342222222222222,0.818622777857358,0.8186666666666667,0.6376419952772046,-0.1704835235572281,0.1704835235572281,4500,338,ok,38,14.5,2026-07-14T14:34:29.463399
adult,logistic_regression,50/50,25,vertical,55,0.82,0.8462222222222222,0.8198761459484536,0.8200000000000001,0.6408819540464235,-0.2016133432056428,0.2016133432056428,4500,335,ok,39,14.9,2026-07-14T14:34:29.463399
adult,logistic_regression,80/20,100,horizontal,11,0.8615555555555555,0.5022222222222222,0.7543218454806655,0.7268055555555555,0.5239606475045996,-0.2130470363586765,0.2130470363586766,4500,134,ok,40,15.3,2026-07-14T14:34:29.463399
adult,logistic_regression,80/20,100,horizontal,22,0.8691111111111111,0.56,0.775810564706163,0.7531944444444445,0.5598570110735863,-0.2092700954727441,0.2092700954727441,4500,136,ok,41,15.6,2026-07-14T14:34:29.463399
adult,logistic_regression,80/20,100,horizontal,33,0.872,0.5555555555555556,0.7784657798004551,0.7533333333333334,0.5672343839866093,-0.2060900556821297,0.2060900556821296,4500,139,ok,42,16.0,2026-07-14T14:34:29.463399
adult,logistic_regression,80/20,100,horizontal,44,0.8668888888888889,0.5522222222222222,0.7715552321479375,0.7488888888888889,0.5516326381732114,-0.1539819391281727,0.1539819391281727,4500,142,ok,43,16.3,2026-07-14T14:34:29.463399
adult,logistic_regression,80/20,100,horizontal,55,0.8642222222222222,0.5344444444444445,0.7646514226070391,0.7405555555555556,0.5396114157233913,-0.1338345864661653,0.1338345864661653,4500,140,ok,44,16.7,2026-07-14T14:34:29.463399
adult,logistic_regression,80/20,100,vertical,11,0.8615555555555555,0.5022222222222222,0.7543218454806655,0.7268055555555555,0.5239606475045996,-0.2130470363586765,0.2130470363586766,4500,134,ok,45,17.0,2026-07-14T14:34:29.463399
adult,logistic_regression,80/20,100,vertical,22,0.8691111111111111,0.56,0.775810564706163,0.7531944444444445,0.5598570110735863,-0.2092700954727441,0.2092700954727441,4500,136,ok,46,17.3,2026-07-14T14:34:29.463399
adult,logistic_regression,80/20,100,vertical,33,0.872,0.5555555555555556,0.7784657798004551,0.7533333333333334,0.5672343839866093,-0.2060900556821297,0.2060900556821296,4500,139,ok,47,17.7,2026-07-14T14:34:29.463399
adult,logistic_regression,80/20,100,vertical,44,0.8668888888888889,0.5522222222222222,0.7715552321479375,0.7488888888888889,0.5516326381732114,-0.1539819391281727,0.1539819391281727,4500,142,ok,48,18.0,2026-07-14T14:34:29.463399
adult,logistic_regression,80/20,100,vertical,55,0.8642222222222222,0.5344444444444445,0.7646514226070391,0.7405555555555556,0.5396114157233913,-0.1338345864661653,0.1338345864661653,4500,140,ok,49,18.4,2026-07-14T14:34:29.463399
adult,logistic_regression,80/20,75,horizontal,11,0.8607407407407407,0.5244444444444445,0.7583341763388858,0.7346296296296296,0.5270725623909407,-0.2208576258322696,0.2208576258322695,3375,101,ok,50,18.7,2026-07-14T14:34:29.463399
adult,logistic_regression,80/20,75,horizontal,22,0.8728888888888889,0.56,0.7804428673786209,0.7555555555555555,0.5708232968424182,-0.3016630736064059,0.3016630736064059,3375,102,ok,51,19.0,2026-07-14T14:34:29.463399
adult,logistic_regression,80/20,75,horizontal,33,0.8678518518518519,0.554074074074074,0.773096041763895,0.7501851851851852,0.5548333692436674,-0.1434898289101441,0.1434898289101441,3375,104,ok,52,19.4,2026-07-14T14:34:29.463399
adult,logistic_regression,80/20,75,horizontal,44,0.8607407407407407,0.4948148148148148,0.7516228092701178,0.7235185185185184,0.5197459257374005,-0.2400603508306529,0.2400603508306529,3375,106,ok,53,19.7,2026-07-14T14:34:29.463399
adult,logistic_regression,80/20,75,horizontal,55,0.856,0.5348148148148149,0.7549940729552294,0.7355555555555555,0.5167511768214028,-0.1709273182957393,0.1709273182957393,3375,105,ok,54,20.1,2026-07-14T14:34:29.463399
adult,logistic_regression,80/20,75,vertical,11,0.8597777777777778,0.4922222222222222,0.7498614966501526,0.7219444444444445,0.5162029736537054,-0.2188340282919605,0.2188340282919605,4500,134,ok,55,20.6,2026-07-14T14:34:29.463399
adult,logistic_regression,80/20,75,vertical,22,0.8664444444444445,0.5444444444444444,0.7694263127162349,0.7456944444444444,0.548465673848421,-0.2169310132429935,0.2169310132429934,4500,136,ok,56,21.1,2026-07-14T14:34:29.463399
adult,logistic_regression,80/20,75,vertical,33,0.8724444444444445,0.5533333333333333,0.7785702651498916,0.7527777777777778,0.5680735962630276,-0.1949536297374715,0.1949536297374715,4500,139,ok,57,21.5,2026-07-14T14:34:29.463399
