dataset,classifier,imbalance,min_level,min_type,seed,accuracy,minority_recall,macro_f1,balanced_accuracy,mcc,equal_opportunity_diff,fnr_diff,n_test,n_female_pos_test,status,run_id,runtime_sec,exported_at
adult,random_forest,80/20,25,vertical,11,0.852,0.5333333333333333,0.7500442864477466,0.7324999999999999,0.5056572049301434,-0.1005416780328123,0.1005416780328124,4500,134,ok,235,106.6,2026-07-14T14:34:29.463399
adult,random_forest,80/20,25,vertical,22,0.8675555555555555,0.5822222222222222,0.7782236458246508,0.7605555555555555,0.5611171966603883,-0.070873113643363,0.070873113643363,4500,136,ok,236,107.2,2026-07-14T14:34:29.463399
adult,random_forest,80/20,25,vertical,33,0.8593333333333333,0.5711111111111111,0.7663263708135115,0.75125,0.5362144462784996,-0.0883540211195038,0.0883540211195038,4500,139,ok,237,107.9,2026-07-14T14:34:29.463399
adult,random_forest,80/20,25,vertical,44,0.8588888888888889,0.5611111111111111,0.7638229684746022,0.7472222222222222,0.5321167128940445,-0.0474748225500761,0.0474748225500761,4500,142,ok,238,108.5,2026-07-14T14:34:29.463399
adult,random_forest,80/20,25,vertical,55,0.854,0.5477777777777778,0.7554095118192262,0.7391666666666667,0.5153332291250832,0.0110902255639098,-0.0110902255639098,4500,140,ok,239,109.2,2026-07-14T14:34:29.463399
adult,random_forest,90/10,100,horizontal,11,0.918,0.4377777777777777,0.7357924182845967,0.7045679012345679,0.4824780991860746,-0.1934185606060606,0.1934185606060605,4500,66,ok,240,109.8,2026-07-14T14:34:29.463399
adult,random_forest,90/10,100,horizontal,22,0.9188888888888888,0.4177777777777778,0.7316140948924323,0.6961728395061728,0.478593377851657,-0.2024420860435923,0.2024420860435923,4500,69,ok,241,110.3,2026-07-14T14:34:29.463399
adult,random_forest,90/10,100,horizontal,33,0.9171111111111112,0.3977777777777778,0.722315923250338,0.6862962962962963,0.4619660522265487,-0.0879097182288671,0.0879097182288671,4500,74,ok,242,111.0,2026-07-14T14:34:29.463399
adult,random_forest,90/10,100,horizontal,44,0.9206666666666666,0.4377777777777777,0.7406779242417957,0.7060493827160493,0.4948560643826525,0.0333926819519639,-0.0333926819519639,4500,73,ok,243,111.6,2026-07-14T14:34:29.463399
adult,random_forest,90/10,100,horizontal,55,0.912,0.4288888888888889,0.7227096156587218,0.6972839506172839,0.4528168959026281,-0.076467803030303,0.0764678030303031,4500,66,ok,244,112.1,2026-07-14T14:34:29.463399
adult,random_forest,90/10,100,vertical,11,0.918,0.4377777777777777,0.7357924182845967,0.7045679012345679,0.4824780991860746,-0.1934185606060606,0.1934185606060605,4500,66,ok,245,112.7,2026-07-14T14:34:29.463399
adult,random_forest,90/10,100,vertical,22,0.9188888888888888,0.4177777777777778,0.7316140948924323,0.6961728395061728,0.478593377851657,-0.2024420860435923,0.2024420860435923,4500,69,ok,246,113.3,2026-07-14T14:34:29.463399
adult,random_forest,90/10,100,vertical,33,0.9171111111111112,0.3977777777777778,0.722315923250338,0.6862962962962963,0.4619660522265487,-0.0879097182288671,0.0879097182288671,4500,74,ok,247,113.8,2026-07-14T14:34:29.463399
adult,random_forest,90/10,100,vertical,44,0.9206666666666666,0.4377777777777777,0.7406779242417957,0.7060493827160493,0.4948560643826525,0.0333926819519639,-0.0333926819519639,4500,73,ok,248,114.4,2026-07-14T14:34:29.463399
adult,random_forest,90/10,100,vertical,55,0.912,0.4288888888888889,0.7227096156587218,0.6972839506172839,0.4528168959026281,-0.076467803030303,0.0764678030303031,4500,66,ok,249,115.0,2026-07-14T14:34:29.463399
adult,random_forest,90/10,75,horizontal,11,0.9235555555555556,0.4391691394658754,0.7463281306444358,0.7082284143675658,0.5090294311104208,-0.1556831065759637,0.1556831065759637,3375,49,ok,250,115.5,2026-07-14T14:34:29.463399
adult,random_forest,90/10,75,horizontal,22,0.9164444444444444,0.4230769230769231,0.7289524106788905,0.6972151161318102,0.4698688977515389,-0.2045454545454545,0.2045454545454545,3375,52,ok,251,116.1,2026-07-14T14:34:29.463399
adult,random_forest,90/10,75,horizontal,33,0.9158518518518518,0.408284023668639,0.7234883452573275,0.6903125748899666,0.4609350720467171,-0.0612968591691995,0.0612968591691995,3375,56,ok,252,116.6,2026-07-14T14:34:29.463399
adult,random_forest,90/10,75,horizontal,44,0.9161481481481482,0.4408284023668639,0.7335171220044479,0.7049384026980846,0.4760143828955657,-0.0053324767105685,0.0053324767105686,3375,55,ok,253,117.2,2026-07-14T14:34:29.463399
adult,random_forest,90/10,75,horizontal,55,0.9185185185185184,0.4230769230769231,0.732685124461806,0.6983675692105064,0.4794417803099307,-0.0974999999999999,0.0974999999999999,3375,50,ok,254,117.8,2026-07-14T14:34:29.463399
adult,random_forest,90/10,75,vertical,11,0.9206666666666666,0.4422222222222222,0.7419266744043149,0.7080246913580247,0.4965497278890671,-0.2163825757575757,0.2163825757575757,4500,66,ok,255,118.4,2026-07-14T14:34:29.463399
adult,random_forest,90/10,75,vertical,22,0.9193333333333332,0.4155555555555555,0.7317659554099285,0.6954320987654321,0.4798693173561806,-0.1998174141275819,0.1998174141275819,4500,69,ok,256,119.1,2026-07-14T14:34:29.463399
adult,random_forest,90/10,75,vertical,33,0.9193333333333332,0.4155555555555555,0.7317659554099285,0.6954320987654321,0.4798693173561806,-0.0930132259919493,0.0930132259919493,4500,74,ok,257,119.8,2026-07-14T14:34:29.463399
adult,random_forest,90/10,75,vertical,44,0.918,0.4355555555555555,0.735162353212877,0.7035802469135802,0.4815751030388912,0.0523963518767486,-0.0523963518767485,4500,73,ok,258,120.6,2026-07-14T14:34:29.463399
adult,random_forest,90/10,75,vertical,55,0.9113333333333332,0.42,0.7189820247098613,0.692962962962963,0.4460049251922767,-0.0838068181818181,0.0838068181818182,4500,66,ok,259,121.3,2026-07-14T14:34:29.463399
adult,random_forest,90/10,50,horizontal,11,0.9248888888888888,0.4177777777777778,0.7429094737098315,0.6995061728395062,0.5093779749961248,-0.0989583333333333,0.0989583333333334,2250,33,ok,260,121.8,2026-07-14T14:34:29.463399
adult,random_forest,90/10,50,horizontal,22,0.9208888888888888,0.3777777777777777,0.722817420769384,0.6795061728395062,0.4737801438544301,-0.0413533834586465,0.0413533834586465,2250,35,ok,261,122.4,2026-07-14T14:34:29.463399
adult,random_forest,90/10,50,horizontal,33,0.9186666666666666,0.4044444444444444,0.7271868943698133,0.6901234567901234,0.472241581860073,-0.0635422656699252,0.0635422656699252,2250,37,ok,262,122.9,2026-07-14T14:34:29.463399
adult,random_forest,90/10,50,horizontal,44,0.9146666666666666,0.4,0.7186796699174793,0.6859259259259259,0.4514351981541071,-0.0258769407705577,0.0258769407705578,2250,37,ok,263,123.4,2026-07-14T14:34:29.463399
adult,random_forest,90/10,50,horizontal,55,0.92,0.4266666666666667,0.736262190547637,0.7007407407407408,0.4874061302779403,-0.109375,0.109375,2250,33,ok,264,124.0,2026-07-14T14:34:29.463399
adult,random_forest,90/10,50,vertical,11,0.9182222222222224,0.4422222222222222,0.737444754000321,0.7066666666666667,0.4852827116344587,-0.1808712121212121,0.1808712121212121,4500,66,ok,265,124.7,2026-07-14T14:34:29.463399
adult,random_forest,90/10,50,vertical,22,0.9213333333333332,0.4288888888888889,0.7393822393822393,0.7024691358024691,0.4947462902899086,-0.2155654456236448,0.2155654456236448,4500,69,ok,266,125.3,2026-07-14T14:34:29.463399
adult,random_forest,90/10,50,vertical,33,0.916,0.3955555555555555,0.719642064832072,0.6846913580246914,0.4557229160829218,-0.0690770557791834,0.0690770557791834,4500,74,ok,267,126.0,2026-07-14T14:34:29.463399
adult,random_forest,90/10,50,vertical,44,0.9142222222222224,0.4355555555555555,0.7284544131707582,0.7014814814814815,0.4650394838954443,0.0523963518767486,-0.0523963518767485,4500,73,ok,268,126.7,2026-07-14T14:34:29.463399
adult,random_forest,90/10,50,vertical,55,0.9095555555555556,0.42,0.7159925722327108,0.6919753086419753,0.4388127443909368,-0.0660511363636363,0.0660511363636363,4500,66,ok,269,127.3,2026-07-14T14:34:29.463399
adult,random_forest,90/10,25,horizontal,11,0.9182222222222224,0.2920353982300885,0.6868722317690055,0.6400888453601035,0.4297787068308218,-0.1360294117647058,0.1360294117647058,1125,17,ok,270,127.9,2026-07-14T14:34:29.463399
adult,random_forest,90/10,25,horizontal,22,0.9138543516873888,0.3482142857142857,0.6995061558566614,0.6622728233305156,0.422636372254787,-0.0637770897832817,0.0637770897832816,1126,17,ok,271,128.4,2026-07-14T14:34:29.463399
adult,random_forest,90/10,25,horizontal,33,0.9182222222222224,0.3839285714285714,0.719372261507093,0.6806118671555493,0.4602248493312434,0.0721040189125295,-0.0721040189125294,1125,18,ok,272,128.9,2026-07-14T14:34:29.463399
adult,random_forest,90/10,25,horizontal,44,0.9182948490230906,0.4464285714285714,0.738086569579288,0.7084213863060017,0.4856120211439335,0.1300236406619385,-0.1300236406619386,1126,18,ok,273,129.4,2026-07-14T14:34:29.463399
adult,random_forest,90/10,25,horizontal,55,0.92,0.3893805309734513,0.7254728645178083,0.6843147714155794,0.4749085677496508,-0.1121323529411764,0.1121323529411764,1125,17,ok,274,129.9,2026-07-14T14:34:29.463399
adult,random_forest,90/10,25,vertical,11,0.9191111111111112,0.46,0.7439311046480725,0.7150617283950618,0.4963840569521225,-0.1661931818181818,0.1661931818181818,4500,66,ok,275,130.6,2026-07-14T14:34:29.463399
adult,random_forest,90/10,25,vertical,22,0.9162222222222224,0.4355555555555555,0.7319752358704816,0.7025925925925925,0.4736438482793715,-0.1378523336756819,0.1378523336756819,4500,69,ok,276,131.4,2026-07-14T14:34:29.463399
adult,random_forest,90/10,25,vertical,33,0.9191111111111112,0.4377777777777777,0.7378124401754576,0.7051851851851851,0.4875551738890705,-0.0710897067280045,0.0710897067280046,4500,74,ok,277,132.1,2026-07-14T14:34:29.463399
adult,random_forest,90/10,25,vertical,44,0.9195555555555556,0.4622222222222222,0.7453380766005556,0.7162962962962962,0.4992335635936388,0.0696195632426147,-0.0696195632426147,4500,73,ok,278,132.8,2026-07-14T14:34:29.463399
adult,random_forest,90/10,25,vertical,55,0.9151111111111112,0.4333333333333333,0.7293772559766851,0.7009876543209876,0.4678654679961896,-0.0816761363636363,0.0816761363636363,4500,66,ok,279,133.4,2026-07-14T14:34:29.463399
adult,random_forest,95/5,100,horizontal,11,0.9526666666666668,0.2755555555555555,0.671682598424145,0.6319298245614036,0.3691390399539955,-0.0634920634920634,0.0634920634920634,4500,36,ok,280,134.0,2026-07-14T14:34:29.463399
adult,random_forest,95/5,100,horizontal,22,0.9546666666666668,0.2755555555555555,0.6772623976239762,0.6329824561403509,0.3876027226777077,-0.1513704958423159,0.151370495842316,4500,34,ok,281,134.6,2026-07-14T14:34:29.463399
adult,random_forest,95/5,100,horizontal,33,0.956,0.3066666666666666,0.6939305500593589,0.648421052631579,0.4171003380221983,-0.0385135135135135,0.0385135135135135,4500,40,ok,282,135.1,2026-07-14T14:34:29.463399
adult,random_forest,95/5,100,horizontal,44,0.956,0.3022222222222222,0.6921688586823583,0.6463157894736842,0.4148446959111969,-0.0872180451127819,0.0872180451127819,4500,35,ok,283,135.7,2026-07-14T14:34:29.463399
adult,random_forest,95/5,100,horizontal,55,0.9546666666666668,0.2311111111111111,0.6570962401611273,0.6119298245614035,0.3626038337300774,-0.1045112781954887,0.1045112781954887,4500,35,ok,284,136.2,2026-07-14T14:34:29.463399
adult,random_forest,95/5,100,vertical,11,0.9526666666666668,0.2755555555555555,0.671682598424145,0.6319298245614036,0.3691390399539955,-0.0634920634920634,0.0634920634920634,4500,36,ok,285,136.8,2026-07-14T14:34:29.463399
adult,random_forest,95/5,100,vertical,22,0.9546666666666668,0.2755555555555555,0.6772623976239762,0.6329824561403509,0.3876027226777077,-0.1513704958423159,0.151370495842316,4500,34,ok,286,137.3,2026-07-14T14:34:29.463399
adult,random_forest,95/5,100,vertical,33,0.956,0.3066666666666666,0.6939305500593589,0.648421052631579,0.4171003380221983,-0.0385135135135135,0.0385135135135135,4500,40,ok,287,137.9,2026-07-14T14:34:29.463399
adult,random_forest,95/5,100,vertical,44,0.956,0.3022222222222222,0.6921688586823583,0.6463157894736842,0.4148446959111969,-0.0872180451127819,0.0872180451127819,4500,35,ok,288,138.4,2026-07-14T14:34:29.463399
adult,random_forest,95/5,100,vertical,55,0.9546666666666668,0.2311111111111111,0.6570962401611273,0.6119298245614035,0.3626038337300774,-0.1045112781954887,0.1045112781954887,4500,35,ok,289,139.0,2026-07-14T14:34:29.463399
adult,random_forest,95/5,75,horizontal,11,0.9567407407407408,0.3136094674556213,0.699083234401794,0.6521260063416596,0.4284396064469756,-0.1087636932707355,0.1087636932707355,3375,27,ok,290,139.5,2026-07-14T14:34:29.463399
adult,random_forest,95/5,75,horizontal,22,0.9576296296296296,0.3372781065088757,0.7107780243434862,0.6638043682887486,0.4483729438356197,-0.0804195804195804,0.0804195804195804,3375,26,ok,291,140.1,2026-07-14T14:34:29.463399
adult,random_forest,95/5,75,horizontal,33,0.956457345971564,0.272189349112426,0.6811834971832967,0.6323528597760446,0.4050939087843038,-0.0877697841726618,0.0877697841726619,3376,30,ok,292,140.6,2026-07-14T14:34:29.463399
adult,random_forest,95/5,75,horizontal,44,0.9499407582938388,0.2248520710059171,0.6421160257556227,0.6065014954343586,0.3131228547399235,-0.1293706293706293,0.1293706293706293,3376,26,ok,293,141.2,2026-07-14T14:34:29.463399
adult,random_forest,95/5,75,horizontal,55,0.954074074074074,0.2678571428571428,0.671759557012659,0.6289394850550136,0.3756205633418215,-0.0893824485373781,0.0893824485373782,3375,26,ok,294,141.8,2026-07-14T14:34:29.463399
adult,random_forest,95/5,75,vertical,11,0.9522222222222222,0.2755555555555555,0.6704788937899832,0.6316959064327485,0.3653211791046833,-0.0304232804232804,0.0304232804232804,4500,36,ok,295,142.5,2026-07-14T14:34:29.463399
adult,random_forest,95/5,75,vertical,22,0.9557777777777776,0.28,0.6823764132121481,0.6356725146198831,0.4011943890423233,-0.2605481983369264,0.2605481983369264,4500,34,ok,296,143.2,2026-07-14T14:34:29.463399
adult,random_forest,95/5,75,vertical,33,0.9544444444444444,0.3022222222222222,0.6875760951177542,0.6454970760233918,0.4002020533039239,0.0277027027027026,-0.0277027027027025,4500,40,ok,297,143.8,2026-07-14T14:34:29.463399
adult,random_forest,95/5,75,vertical,44,0.9546666666666668,0.2755555555555555,0.6772623976239762,0.6329824561403509,0.3876027226777077,-0.0556390977443609,0.0556390977443609,4500,35,ok,298,144.5,2026-07-14T14:34:29.463399
adult,random_forest,95/5,75,vertical,55,0.9528888888888888,0.2311111111111111,0.6523506055075827,0.6109941520467836,0.3437151431423107,-0.0706766917293233,0.0706766917293232,4500,35,ok,299,145.2,2026-07-14T14:34:29.463399
adult,random_forest,95/5,50,horizontal,11,0.9546666666666668,0.2678571428571428,0.673428615337329,0.629251302953361,0.3814006638887544,-0.0543735224586288,0.0543735224586289,2250,18,ok,300,145.7,2026-07-14T14:34:29.463399
adult,random_forest,95/5,50,horizontal,22,0.9564444444444444,0.2946428571428571,0.689918774187742,0.6428780235199786,0.4136116619964812,-0.1393188854489163,0.1393188854489163,2250,17,ok,301,146.3,2026-07-14T14:34:29.463399
adult,random_forest,95/5,50,horizontal,33,0.9555555555555556,0.3125,0.694335008830322,0.650871141253508,0.4141090877094832,-0.3804347826086957,0.3804347826086957,2250,20,ok,302,146.8,2026-07-14T14:34:29.463399
adult,random_forest,95/5,50,horizontal,44,0.9533333333333334,0.1964285714285714,0.6355848150313359,0.5947063343578779,0.3239144450017671,0.1151702786377709,-0.1151702786377709,2250,17,ok,303,147.3,2026-07-14T14:34:29.463399
adult,random_forest,95/5,50,horizontal,55,0.9537777777777776,0.2389380530973451,0.6589100280451755,0.6152575150840025,0.359608689014089,-0.0198830409356725,0.0198830409356725,2250,18,ok,304,147.8,2026-07-14T14:34:29.463399
adult,random_forest,95/5,50,vertical,11,0.9486666666666668,0.2977777777777777,0.6701858476572725,0.6403508771929824,0.3523685855171011,0.0092592592592593,-0.0092592592592593,4500,36,ok,305,148.5,2026-07-14T14:34:29.463399
adult,random_forest,95/5,50,vertical,22,0.9531111111111112,0.3066666666666666,0.6855126144384653,0.6469005847953216,0.3911680181305365,-0.1533723437018786,0.1533723437018785,4500,34,ok,306,149.2,2026-07-14T14:34:29.463399
adult,random_forest,95/5,50,vertical,33,0.956,0.3333333333333333,0.7040748003252189,0.6610526315789473,0.4305427800400327,0.0202702702702702,-0.0202702702702702,4500,40,ok,307,149.8,2026-07-14T14:34:29.463399
adult,random_forest,95/5,50,vertical,44,0.9535555555555556,0.2888888888888888,0.6796748316377046,0.6387134502923977,0.3847876717745599,-0.0714285714285714,0.0714285714285715,4500,35,ok,308,150.5,2026-07-14T14:34:29.463399
adult,random_forest,95/5,50,vertical,55,0.9535555555555556,0.2488888888888888,0.662414270992502,0.6197660818713451,0.3612966082000131,-0.0917293233082706,0.0917293233082705,4500,35,ok,309,151.2,2026-07-14T14:34:29.463399
adult,random_forest,95/5,25,horizontal,11,0.9653333333333334,0.3859649122807017,0.7560616253662551,0.691109796964321,0.557892445678665,0.0694444444444444,-0.0694444444444444,1125,9,ok,310,151.7,2026-07-14T14:34:29.463399
adult,random_forest,95/5,25,horizontal,22,0.9537777777777776,0.25,0.6630184331797235,0.6203227315247895,0.3622106903338263,0.0,0.0,1125,8,ok,311,152.4,2026-07-14T14:34:29.463399
adult,random_forest,95/5,25,horizontal,33,0.9591111111111112,0.3214285714285714,0.7089033390333903,0.6569724709341174,0.4544130930091993,-0.1478260869565217,0.1478260869565217,1125,10,ok,312,152.9,2026-07-14T14:34:29.463399
adult,random_forest,95/5,25,horizontal,44,0.9528888888888888,0.1428571428571428,0.6037916392560253,0.5690899371909662,0.2811924073587973,0.226950354609929,-0.2269503546099289,1125,9,ok,313,153.4,2026-07-14T14:34:29.463399
adult,random_forest,95/5,25,horizontal,55,0.9528888888888888,0.2321428571428571,0.6523506055075827,0.611394160096218,0.3423896040843355,-0.1442080378250591,0.1442080378250589,1125,9,ok,314,153.9,2026-07-14T14:34:29.463399
adult,random_forest,95/5,25,vertical,11,0.95,0.2977777777777777,0.6736101999955515,0.6410526315789473,0.3617230986092916,-0.0238095238095237,0.0238095238095238,4500,36,ok,315,154.6,2026-07-14T14:34:29.463399
adult,random_forest,95/5,25,vertical,22,0.9506666666666668,0.3066666666666666,0.6788194444444444,0.6456140350877193,0.37207761498445,-0.1533723437018786,0.1533723437018785,4500,34,ok,316,155.3,2026-07-14T14:34:29.463399
adult,random_forest,95/5,25,vertical,33,0.9537777777777776,0.3511111111111111,0.7038015926360519,0.6683040935672514,0.4210958900040996,0.029054054054054,-0.029054054054054,4500,40,ok,317,155.9,2026-07-14T14:34:29.463399
adult,random_forest,95/5,25,vertical,44,0.9548888888888888,0.3022222222222222,0.6888707694854259,0.6457309941520468,0.4042541644444365,-0.0872180451127819,0.0872180451127819,4500,35,ok,318,156.6,2026-07-14T14:34:29.463399
adult,random_forest,95/5,25,vertical,55,0.9542222222222222,0.2577777777777778,0.668255129341134,0.624327485380117,0.3731610051147306,-0.0345864661654135,0.0345864661654135,4500,35,ok,319,157.3,2026-07-14T14:34:29.463399
adult,xgboost,50/50,100,horizontal,11,0.8433333333333334,0.8724444444444445,0.8432004524921095,0.8433333333333333,0.6878334746224827,-0.104051645168478,0.104051645168478,4500,338,ok,320,157.9,2026-07-14T14:34:29.463399
adult,xgboost,50/50,100,horizontal,22,0.8428888888888889,0.8688888888888889,0.8427826099332038,0.8428888888888889,0.6867068338842486,-0.0998675447500681,0.0998675447500681,4500,338,ok,321,158.4,2026-07-14T14:34:29.463399
adult,xgboost,50/50,100,horizontal,33,0.8346666666666667,0.86,0.8345604912663949,0.8346666666666667,0.6701941175033016,-0.1406414403179923,0.1406414403179923,4500,335,ok,322,158.9,2026-07-14T14:34:29.463399
adult,xgboost,50/50,100,horizontal,44,0.842,0.8684444444444445,0.8418894319133494,0.8420000000000001,0.6849586659017476,-0.0854181624619346,0.0854181624619346,4500,338,ok,323,159.5,2026-07-14T14:34:29.463399
adult,xgboost,50/50,100,horizontal,55,0.8404444444444444,0.872,0.8402854081466602,0.8404444444444444,0.6822489475130705,-0.1266825143213437,0.1266825143213437,4500,335,ok,324,160.0,2026-07-14T14:34:29.463399
adult,xgboost,50/50,100,vertical,11,0.8433333333333334,0.8724444444444445,0.8432004524921095,0.8433333333333333,0.6878334746224827,-0.104051645168478,0.104051645168478,4500,338,ok,325,160.5,2026-07-14T14:34:29.463399
adult,xgboost,50/50,100,vertical,22,0.8428888888888889,0.8688888888888889,0.8427826099332038,0.8428888888888889,0.6867068338842486,-0.0998675447500681,0.0998675447500681,4500,338,ok,326,161.1,2026-07-14T14:34:29.463399
adult,xgboost,50/50,100,vertical,33,0.8346666666666667,0.86,0.8345604912663949,0.8346666666666667,0.6701941175033016,-0.1406414403179923,0.1406414403179923,4500,335,ok,327,161.6,2026-07-14T14:34:29.463399
adult,xgboost,50/50,100,vertical,44,0.842,0.8684444444444445,0.8418894319133494,0.8420000000000001,0.6849586659017476,-0.0854181624619346,0.0854181624619346,4500,338,ok,328,162.2,2026-07-14T14:34:29.463399
adult,xgboost,50/50,100,vertical,55,0.8404444444444444,0.872,0.8402854081466602,0.8404444444444444,0.6822489475130705,-0.1266825143213437,0.1266825143213437,4500,335,ok,329,162.7,2026-07-14T14:34:29.463399
adult,xgboost,50/50,75,horizontal,11,0.8364444444444444,0.8613744075829384,0.8363406363652336,0.8364370555994123,0.6737192579738482,-0.0731723388132968,0.0731723388132968,3375,254,ok,330,163.2,2026-07-14T14:34:29.463399
adult,xgboost,50/50,75,horizontal,22,0.8397037037037037,0.8744075829383886,0.8395075162826201,0.8396934180252109,0.6810397496589508,-0.0931483982912178,0.0931483982912178,3375,254,ok,331,163.8,2026-07-14T14:34:29.463399
adult,xgboost,50/50,75,horizontal,33,0.8385185185185186,0.8701837581505631,0.838359071827143,0.8385278980326276,0.6784081684026017,-0.1376804758681152,0.1376804758681152,3375,251,ok,332,164.3,2026-07-14T14:34:29.463399
adult,xgboost,50/50,75,horizontal,44,0.8337777777777777,0.8536729857819905,0.8337102728165929,0.8337718811541843,0.668078409690078,-0.115084725288,0.115084725288,3375,254,ok,333,165.2,2026-07-14T14:34:29.463399
adult,xgboost,50/50,75,horizontal,55,0.8334814814814815,0.8642560758743332,0.8333262448840142,0.8334905971788727,0.6682392330865844,-0.1587993430179005,0.1587993430179005,3375,251,ok,334,165.7,2026-07-14T14:34:29.463399
adult,xgboost,50/50,75,vertical,11,0.8435555555555555,0.8671111111111112,0.8434687019424705,0.8435555555555556,0.6878748894368258,-0.0977754945408631,0.0977754945408631,4500,338,ok,335,166.3,2026-07-14T14:34:29.463399
adult,xgboost,50/50,75,vertical,22,0.8431111111111111,0.8737777777777778,0.8429634269384008,0.8431111111111111,0.6875165829452993,-0.0951759055235076,0.0951759055235076,4500,338,ok,336,167.0,2026-07-14T14:34:29.463399
adult,xgboost,50/50,75,vertical,33,0.8293333333333334,0.8568888888888889,0.8292036461858644,0.8293333333333334,0.6596692135574808,-0.1369860878375746,0.1369860878375746,4500,335,ok,337,167.6,2026-07-14T14:34:29.463399
adult,xgboost,50/50,75,vertical,44,0.8511111111111112,0.8777777777777778,0.8510051592243373,0.8511111111111112,0.703223073928743,-0.0998830184942189,0.0998830184942189,4500,338,ok,338,168.2,2026-07-14T14:34:29.463399
adult,xgboost,50/50,75,vertical,55,0.84,0.8755555555555555,0.8397974723601195,0.84,0.681725856879244,-0.1168309886598339,0.1168309886598339,4500,335,ok,339,168.8,2026-07-14T14:34:29.463399
adult,xgboost,50/50,50,horizontal,11,0.8311111111111111,0.8453333333333334,0.8310769427732148,0.8311111111111111,0.6624902823995102,-0.1243717659874724,0.1243717659874724,2250,169,ok,340,169.4,2026-07-14T14:34:29.463399
adult,xgboost,50/50,50,horizontal,22,0.8257777777777778,0.8471111111111111,0.8256984512062379,0.8257777777777777,0.652149426856636,-0.154316555668342,0.154316555668342,2250,169,ok,341,169.9,2026-07-14T14:34:29.463399
adult,xgboost,50/50,50,horizontal,33,0.8391111111111111,0.8373333333333334,0.8391106026211639,0.8391111111111111,0.6782265092971635,-0.167602165189454,0.167602165189454,2250,167,ok,342,170.4,2026-07-14T14:34:29.463399
adult,xgboost,50/50,50,horizontal,44,0.8364444444444444,0.856,0.8363818736409617,0.8364444444444444,0.6734041320873153,-0.0951449580352059,0.0951449580352059,2250,169,ok,343,171.0,2026-07-14T14:34:29.463399
adult,xgboost,50/50,50,horizontal,55,0.8226666666666667,0.8328888888888889,0.8226481344914857,0.8226666666666667,0.645468242325866,-0.1272236320678058,0.1272236320678058,2250,167,ok,344,171.5,2026-07-14T14:34:29.463399
adult,xgboost,50/50,50,vertical,11,0.8406666666666667,0.8671111111111112,0.8405551655159937,0.8406666666666667,0.6822882617461852,-0.1117018642766953,0.1117018642766953,4500,338,ok,345,172.1,2026-07-14T14:34:29.463399
adult,xgboost,50/50,50,vertical,22,0.8422222222222222,0.8822222222222222,0.8419693732193732,0.8422222222222222,0.6866452361188317,-0.1085947364511895,0.1085947364511895,4500,338,ok,346,172.7,2026-07-14T14:34:29.463399
adult,xgboost,50/50,50,vertical,33,0.8308888888888889,0.8595555555555555,0.8307498028379767,0.8308888888888888,0.6628681351529213,-0.13661197926815,0.13661197926815,4500,335,ok,347,173.3,2026-07-14T14:34:29.463399
adult,xgboost,50/50,50,vertical,44,0.8411111111111111,0.8715555555555555,0.8409637060641539,0.8411111111111111,0.6834904043165259,-0.0855976578940853,0.0855976578940853,4500,338,ok,348,173.9,2026-07-14T14:34:29.463399
adult,xgboost,50/50,50,vertical,55,0.8404444444444444,0.8817777777777778,0.840171386137027,0.8404444444444444,0.6832274030816806,-0.1311562292973773,0.1311562292973773,4500,335,ok,349,174.6,2026-07-14T14:34:29.463399
adult,xgboost,50/50,25,horizontal,11,0.8293333333333334,0.8274021352313167,0.8293321196950734,0.829331618237328,0.6586694816716903,-0.1329946204423191,0.1329946204423191,1125,84,ok,350,175.1,2026-07-14T14:34:29.463399
adult,xgboost,50/50,25,horizontal,22,0.832,0.8507992895204263,0.8319357289029444,0.8319832746534516,0.6644518259505889,-0.1152596603494954,0.1152596603494954,1125,85,ok,351,175.6,2026-07-14T14:34:29.463399
adult,xgboost,50/50,25,horizontal,33,0.8257777777777778,0.8188277087033747,0.8257710323204612,0.8257839611132531,0.6516255896660953,-0.1788448155880306,0.1788448155880306,1125,84,ok,352,176.1,2026-07-14T14:34:29.463399
adult,xgboost,50/50,25,horizontal,44,0.8197158081705151,0.8436944937833037,0.8196120892051199,0.8197158081705151,0.6401682045595641,-0.1207482156042333,0.1207482156042333,1126,85,ok,353,176.6,2026-07-14T14:34:29.463399
adult,xgboost,50/50,25,horizontal,55,0.8337777777777777,0.872113676731794,0.8335231215908345,0.8337436711061106,0.6694920104921087,-0.0875584054080922,0.0875584054080922,1125,84,ok,354,177.1,2026-07-14T14:34:29.463399
adult,xgboost,50/50,25,vertical,11,0.8408888888888889,0.872,0.8407347358430877,0.8408888888888889,0.6831014095603392,-0.1104918174840929,0.1104918174840929,4500,338,ok,355,177.7,2026-07-14T14:34:29.463399
adult,xgboost,50/50,25,vertical,22,0.842,0.8875555555555555,0.8416714193282602,0.842,0.6868568209331305,-0.135760441682553,0.135760441682553,4500,338,ok,356,178.3,2026-07-14T14:34:29.463399
adult,xgboost,50/50,25,vertical,33,0.8322222222222222,0.8662222222222222,0.8320280466441429,0.8322222222222222,0.6659859881383272,-0.1444448774404738,0.1444448774404738,4500,335,ok,357,178.9,2026-07-14T14:34:29.463399
