dataset,classifier,imbalance,min_level,min_type,seed,run_id
health,logistic_regression,90/10,25,vertical,11,595
health,logistic_regression,90/10,25,vertical,22,596
health,logistic_regression,90/10,25,vertical,33,597
health,logistic_regression,90/10,25,vertical,44,598
health,logistic_regression,90/10,25,vertical,55,599
health,logistic_regression,95/5,100,horizontal,11,600
health,logistic_regression,95/5,100,horizontal,22,601
health,logistic_regression,95/5,100,horizontal,33,602
health,logistic_regression,95/5,100,horizontal,44,603
health,logistic_regression,95/5,100,horizontal,55,604
health,logistic_regression,95/5,100,vertical,11,605
health,logistic_regression,95/5,100,vertical,22,606
health,logistic_regression,95/5,100,vertical,33,607
health,logistic_regression,95/5,100,vertical,44,608
health,logistic_regression,95/5,100,vertical,55,609
health,logistic_regression,95/5,75,horizontal,11,610
health,logistic_regression,95/5,75,horizontal,22,611
health,logistic_regression,95/5,75,horizontal,33,612
health,logistic_regression,95/5,75,horizontal,44,613
health,logistic_regression,95/5,75,horizontal,55,614
health,logistic_regression,95/5,75,vertical,11,615
health,logistic_regression,95/5,75,vertical,22,616
health,logistic_regression,95/5,75,vertical,33,617
health,logistic_regression,95/5,75,vertical,44,618
health,logistic_regression,95/5,75,vertical,55,619
health,logistic_regression,95/5,50,horizontal,11,620
health,logistic_regression,95/5,50,horizontal,22,621
health,logistic_regression,95/5,50,horizontal,33,622
health,logistic_regression,95/5,50,horizontal,44,623
health,logistic_regression,95/5,50,horizontal,55,624
health,logistic_regression,95/5,50,vertical,11,625
health,logistic_regression,95/5,50,vertical,22,626
health,logistic_regression,95/5,50,vertical,33,627
health,logistic_regression,95/5,50,vertical,44,628
health,logistic_regression,95/5,50,vertical,55,629
health,logistic_regression,95/5,25,horizontal,11,630
health,logistic_regression,95/5,25,horizontal,22,631
health,logistic_regression,95/5,25,horizontal,33,632
health,logistic_regression,95/5,25,horizontal,44,633
health,logistic_regression,95/5,25,horizontal,55,634
health,logistic_regression,95/5,25,vertical,11,635
health,logistic_regression,95/5,25,vertical,22,636
health,logistic_regression,95/5,25,vertical,33,637
health,logistic_regression,95/5,25,vertical,44,638
health,logistic_regression,95/5,25,vertical,55,639
health,random_forest,50/50,100,horizontal,11,640
health,random_forest,50/50,100,horizontal,22,641
health,random_forest,50/50,100,horizontal,33,642
health,random_forest,50/50,100,horizontal,44,643
health,random_forest,50/50,100,horizontal,55,644
health,random_forest,50/50,100,vertical,11,645
health,random_forest,50/50,100,vertical,22,646
health,random_forest,50/50,100,vertical,33,647
health,random_forest,50/50,100,vertical,44,648
health,random_forest,50/50,100,vertical,55,649
health,random_forest,50/50,75,horizontal,11,650
health,random_forest,50/50,75,horizontal,22,651
health,random_forest,50/50,75,horizontal,33,652
health,random_forest,50/50,75,horizontal,44,653
health,random_forest,50/50,75,horizontal,55,654
health,random_forest,50/50,75,vertical,11,655
health,random_forest,50/50,75,vertical,22,656
health,random_forest,50/50,75,vertical,33,657
health,random_forest,50/50,75,vertical,44,658
health,random_forest,50/50,75,vertical,55,659
health,random_forest,50/50,50,horizontal,11,660
health,random_forest,50/50,50,horizontal,22,661
health,random_forest,50/50,50,horizontal,33,662
health,random_forest,50/50,50,horizontal,44,663
health,random_forest,50/50,50,horizontal,55,664
health,random_forest,50/50,50,vertical,11,665
health,random_forest,50/50,50,vertical,22,666
health,random_forest,50/50,50,vertical,33,667
health,random_forest,50/50,50,vertical,44,668
health,random_forest,50/50,50,vertical,55,669
health,random_forest,50/50,25,horizontal,11,670
health,random_forest,50/50,25,horizontal,22,671
health,random_forest,50/50,25,horizontal,33,672
health,random_forest,50/50,25,horizontal,44,673
health,random_forest,50/50,25,horizontal,55,674
health,random_forest,50/50,25,vertical,11,675
health,random_forest,50/50,25,vertical,22,676
health,random_forest,50/50,25,vertical,33,677
health,random_forest,50/50,25,vertical,44,678
health,random_forest,50/50,25,vertical,55,679
health,random_forest,80/20,100,horizontal,11,680
health,random_forest,80/20,100,horizontal,22,681
health,random_forest,80/20,100,horizontal,33,682
health,random_forest,80/20,100,horizontal,44,683
health,random_forest,80/20,100,horizontal,55,684
health,random_forest,80/20,100,vertical,11,685
health,random_forest,80/20,100,vertical,22,686
health,random_forest,80/20,100,vertical,33,687
health,random_forest,80/20,100,vertical,44,688
health,random_forest,80/20,100,vertical,55,689
health,random_forest,80/20,75,horizontal,11,690
health,random_forest,80/20,75,horizontal,22,691
health,random_forest,80/20,75,horizontal,33,692
health,random_forest,80/20,75,horizontal,44,693
health,random_forest,80/20,75,horizontal,55,694
health,random_forest,80/20,75,vertical,11,695
health,random_forest,80/20,75,vertical,22,696
health,random_forest,80/20,75,vertical,33,697
health,random_forest,80/20,75,vertical,44,698
health,random_forest,80/20,75,vertical,55,699
health,random_forest,80/20,50,horizontal,11,700
health,random_forest,80/20,50,horizontal,22,701
health,random_forest,80/20,50,horizontal,33,702
health,random_forest,80/20,50,horizontal,44,703
health,random_forest,80/20,50,horizontal,55,704
health,random_forest,80/20,50,vertical,11,705
health,random_forest,80/20,50,vertical,22,706
health,random_forest,80/20,50,vertical,33,707
health,random_forest,80/20,50,vertical,44,708
health,random_forest,80/20,50,vertical,55,709
health,random_forest,80/20,25,horizontal,11,710
health,random_forest,80/20,25,horizontal,22,711
health,random_forest,80/20,25,horizontal,33,712
health,random_forest,80/20,25,horizontal,44,713
health,random_forest,80/20,25,horizontal,55,714
health,random_forest,80/20,25,vertical,11,715
health,random_forest,80/20,25,vertical,22,716
health,random_forest,80/20,25,vertical,33,717
health,random_forest,80/20,25,vertical,44,718
health,random_forest,80/20,25,vertical,55,719
health,random_forest,90/10,100,horizontal,11,720
health,random_forest,90/10,100,horizontal,22,721
health,random_forest,90/10,100,horizontal,33,722
health,random_forest,90/10,100,horizontal,44,723
health,random_forest,90/10,100,horizontal,55,724
health,random_forest,90/10,100,vertical,11,725
health,random_forest,90/10,100,vertical,22,726
health,random_forest,90/10,100,vertical,33,727
health,random_forest,90/10,100,vertical,44,728
health,random_forest,90/10,100,vertical,55,729
health,random_forest,90/10,75,horizontal,11,730
health,random_forest,90/10,75,horizontal,22,731
health,random_forest,90/10,75,horizontal,33,732
health,random_forest,90/10,75,horizontal,44,733
health,random_forest,90/10,75,horizontal,55,734
health,random_forest,90/10,75,vertical,11,735
health,random_forest,90/10,75,vertical,22,736
health,random_forest,90/10,75,vertical,33,737
health,random_forest,90/10,75,vertical,44,738
health,random_forest,90/10,75,vertical,55,739
health,random_forest,90/10,50,horizontal,11,740
health,random_forest,90/10,50,horizontal,22,741
health,random_forest,90/10,50,horizontal,33,742
health,random_forest,90/10,50,horizontal,44,743
health,random_forest,90/10,50,horizontal,55,744
health,random_forest,90/10,50,vertical,11,745
health,random_forest,90/10,50,vertical,22,746
health,random_forest,90/10,50,vertical,33,747
health,random_forest,90/10,50,vertical,44,748
health,random_forest,90/10,50,vertical,55,749
health,random_forest,90/10,25,horizontal,11,750
health,random_forest,90/10,25,horizontal,22,751
health,random_forest,90/10,25,horizontal,33,752
health,random_forest,90/10,25,horizontal,44,753
health,random_forest,90/10,25,horizontal,55,754
health,random_forest,90/10,25,vertical,11,755
health,random_forest,90/10,25,vertical,22,756
health,random_forest,90/10,25,vertical,33,757
health,random_forest,90/10,25,vertical,44,758
health,random_forest,90/10,25,vertical,55,759
health,random_forest,95/5,100,horizontal,11,760
health,random_forest,95/5,100,horizontal,22,761
health,random_forest,95/5,100,horizontal,33,762
health,random_forest,95/5,100,horizontal,44,763
health,random_forest,95/5,100,horizontal,55,764
health,random_forest,95/5,100,vertical,11,765
health,random_forest,95/5,100,vertical,22,766
health,random_forest,95/5,100,vertical,33,767
health,random_forest,95/5,100,vertical,44,768
health,random_forest,95/5,100,vertical,55,769
health,random_forest,95/5,75,horizontal,11,770
health,random_forest,95/5,75,horizontal,22,771
health,random_forest,95/5,75,horizontal,33,772
health,random_forest,95/5,75,horizontal,44,773
health,random_forest,95/5,75,horizontal,55,774
health,random_forest,95/5,75,vertical,11,775
health,random_forest,95/5,75,vertical,22,776
health,random_forest,95/5,75,vertical,33,777
health,random_forest,95/5,75,vertical,44,778
health,random_forest,95/5,75,vertical,55,779
health,random_forest,95/5,50,horizontal,11,780
health,random_forest,95/5,50,horizontal,22,781
health,random_forest,95/5,50,horizontal,33,782
health,random_forest,95/5,50,horizontal,44,783
health,random_forest,95/5,50,horizontal,55,784
health,random_forest,95/5,50,vertical,11,785
health,random_forest,95/5,50,vertical,22,786
health,random_forest,95/5,50,vertical,33,787
health,random_forest,95/5,50,vertical,44,788
health,random_forest,95/5,50,vertical,55,789
health,random_forest,95/5,25,horizontal,11,790
health,random_forest,95/5,25,horizontal,22,791
health,random_forest,95/5,25,horizontal,33,792
health,random_forest,95/5,25,horizontal,44,793
health,random_forest,95/5,25,horizontal,55,794
health,random_forest,95/5,25,vertical,11,795
health,random_forest,95/5,25,vertical,22,796
health,random_forest,95/5,25,vertical,33,797
health,random_forest,95/5,25,vertical,44,798
health,random_forest,95/5,25,vertical,55,799
health,xgboost,50/50,100,horizontal,11,800
health,xgboost,50/50,100,horizontal,22,801
health,xgboost,50/50,100,horizontal,33,802
health,xgboost,50/50,100,horizontal,44,803
health,xgboost,50/50,100,horizontal,55,804
health,xgboost,50/50,100,vertical,11,805
health,xgboost,50/50,100,vertical,22,806
health,xgboost,50/50,100,vertical,33,807
health,xgboost,50/50,100,vertical,44,808
health,xgboost,50/50,100,vertical,55,809
health,xgboost,50/50,75,horizontal,11,810
health,xgboost,50/50,75,horizontal,22,811
health,xgboost,50/50,75,horizontal,33,812
health,xgboost,50/50,75,horizontal,44,813
health,xgboost,50/50,75,horizontal,55,814
health,xgboost,50/50,75,vertical,11,815
health,xgboost,50/50,75,vertical,22,816
health,xgboost,50/50,75,vertical,33,817
health,xgboost,50/50,75,vertical,44,818
health,xgboost,50/50,75,vertical,55,819
health,xgboost,50/50,50,horizontal,11,820
health,xgboost,50/50,50,horizontal,22,821
health,xgboost,50/50,50,horizontal,33,822
health,xgboost,50/50,50,horizontal,44,823
health,xgboost,50/50,50,horizontal,55,824
health,xgboost,50/50,50,vertical,11,825
health,xgboost,50/50,50,vertical,22,826
health,xgboost,50/50,50,vertical,33,827
health,xgboost,50/50,50,vertical,44,828
health,xgboost,50/50,50,vertical,55,829
health,xgboost,50/50,25,horizontal,11,830
health,xgboost,50/50,25,horizontal,22,831
health,xgboost,50/50,25,horizontal,33,832
health,xgboost,50/50,25,horizontal,44,833
health,xgboost,50/50,25,horizontal,55,834
health,xgboost,50/50,25,vertical,11,835
health,xgboost,50/50,25,vertical,22,836
health,xgboost,50/50,25,vertical,33,837
health,xgboost,50/50,25,vertical,44,838
health,xgboost,50/50,25,vertical,55,839
health,xgboost,80/20,100,horizontal,11,840
health,xgboost,80/20,100,horizontal,22,841
health,xgboost,80/20,100,horizontal,33,842
health,xgboost,80/20,100,horizontal,44,843
health,xgboost,80/20,100,horizontal,55,844
health,xgboost,80/20,100,vertical,11,845
health,xgboost,80/20,100,vertical,22,846
health,xgboost,80/20,100,vertical,33,847
health,xgboost,80/20,100,vertical,44,848
health,xgboost,80/20,100,vertical,55,849
health,xgboost,80/20,75,horizontal,11,850
health,xgboost,80/20,75,horizontal,22,851
health,xgboost,80/20,75,horizontal,33,852
health,xgboost,80/20,75,horizontal,44,853
health,xgboost,80/20,75,horizontal,55,854
health,xgboost,80/20,75,vertical,11,855
health,xgboost,80/20,75,vertical,22,856
health,xgboost,80/20,75,vertical,33,857
health,xgboost,80/20,75,vertical,44,858
health,xgboost,80/20,75,vertical,55,859
health,xgboost,80/20,50,horizontal,11,860
health,xgboost,80/20,50,horizontal,22,861
health,xgboost,80/20,50,horizontal,33,862
health,xgboost,80/20,50,horizontal,44,863
health,xgboost,80/20,50,horizontal,55,864
health,xgboost,80/20,50,vertical,11,865
health,xgboost,80/20,50,vertical,22,866
health,xgboost,80/20,50,vertical,33,867
health,xgboost,80/20,50,vertical,44,868
health,xgboost,80/20,50,vertical,55,869
health,xgboost,80/20,25,horizontal,11,870
health,xgboost,80/20,25,horizontal,22,871
health,xgboost,80/20,25,horizontal,33,872
health,xgboost,80/20,25,horizontal,44,873
health,xgboost,80/20,25,horizontal,55,874
health,xgboost,80/20,25,vertical,11,875
health,xgboost,80/20,25,vertical,22,876
health,xgboost,80/20,25,vertical,33,877
health,xgboost,80/20,25,vertical,44,878
health,xgboost,80/20,25,vertical,55,879
health,xgboost,90/10,100,horizontal,11,880
health,xgboost,90/10,100,horizontal,22,881
health,xgboost,90/10,100,horizontal,33,882
health,xgboost,90/10,100,horizontal,44,883
health,xgboost,90/10,100,horizontal,55,884
health,xgboost,90/10,100,vertical,11,885
health,xgboost,90/10,100,vertical,22,886
health,xgboost,90/10,100,vertical,33,887
health,xgboost,90/10,100,vertical,44,888
health,xgboost,90/10,100,vertical,55,889
health,xgboost,90/10,75,horizontal,11,890
health,xgboost,90/10,75,horizontal,22,891
health,xgboost,90/10,75,horizontal,33,892
health,xgboost,90/10,75,horizontal,44,893
health,xgboost,90/10,75,horizontal,55,894
health,xgboost,90/10,75,vertical,11,895
health,xgboost,90/10,75,vertical,22,896
health,xgboost,90/10,75,vertical,33,897
health,xgboost,90/10,75,vertical,44,898
health,xgboost,90/10,75,vertical,55,899
health,xgboost,90/10,50,horizontal,11,900
health,xgboost,90/10,50,horizontal,22,901
health,xgboost,90/10,50,horizontal,33,902
health,xgboost,90/10,50,horizontal,44,903
health,xgboost,90/10,50,horizontal,55,904
health,xgboost,90/10,50,vertical,11,905
health,xgboost,90/10,50,vertical,22,906
health,xgboost,90/10,50,vertical,33,907
health,xgboost,90/10,50,vertical,44,908
health,xgboost,90/10,50,vertical,55,909
health,xgboost,90/10,25,horizontal,11,910
health,xgboost,90/10,25,horizontal,22,911
health,xgboost,90/10,25,horizontal,33,912
health,xgboost,90/10,25,horizontal,44,913
health,xgboost,90/10,25,horizontal,55,914
health,xgboost,90/10,25,vertical,11,915
health,xgboost,90/10,25,vertical,22,916
health,xgboost,90/10,25,vertical,33,917
health,xgboost,90/10,25,vertical,44,918
health,xgboost,90/10,25,vertical,55,919
health,xgboost,95/5,100,horizontal,11,920
health,xgboost,95/5,100,horizontal,22,921
health,xgboost,95/5,100,horizontal,33,922
health,xgboost,95/5,100,horizontal,44,923
health,xgboost,95/5,100,horizontal,55,924
health,xgboost,95/5,100,vertical,11,925
health,xgboost,95/5,100,vertical,22,926
health,xgboost,95/5,100,vertical,33,927
health,xgboost,95/5,100,vertical,44,928
health,xgboost,95/5,100,vertical,55,929
health,xgboost,95/5,75,horizontal,11,930
health,xgboost,95/5,75,horizontal,22,931
health,xgboost,95/5,75,horizontal,33,932
health,xgboost,95/5,75,horizontal,44,933
health,xgboost,95/5,75,horizontal,55,934
health,xgboost,95/5,75,vertical,11,935
health,xgboost,95/5,75,vertical,22,936
health,xgboost,95/5,75,vertical,33,937
health,xgboost,95/5,75,vertical,44,938
health,xgboost,95/5,75,vertical,55,939
health,xgboost,95/5,50,horizontal,11,940
health,xgboost,95/5,50,horizontal,22,941
health,xgboost,95/5,50,horizontal,33,942
health,xgboost,95/5,50,horizontal,44,943
health,xgboost,95/5,50,horizontal,55,944
health,xgboost,95/5,50,vertical,11,945
health,xgboost,95/5,50,vertical,22,946
health,xgboost,95/5,50,vertical,33,947
health,xgboost,95/5,50,vertical,44,948
health,xgboost,95/5,50,vertical,55,949
health,xgboost,95/5,25,horizontal,11,950
health,xgboost,95/5,25,horizontal,22,951
health,xgboost,95/5,25,horizontal,33,952
health,xgboost,95/5,25,horizontal,44,953
health,xgboost,95/5,25,horizontal,55,954
health,xgboost,95/5,25,vertical,11,955
health,xgboost,95/5,25,vertical,22,956
health,xgboost,95/5,25,vertical,33,957
health,xgboost,95/5,25,vertical,44,958
health,xgboost,95/5,25,vertical,55,959
